caso_id,cat,tomo,cambio,old_outcome,new_outcome,old_vp,new_vp,old_n_jueces,new_n_jueces,old_por_ello,new_por_ello,new_variante,new_firma_raw,new_jueces,new_idx,apertura_rel,ventana
334_p324,A1,334,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,5,"De conformidad con la previsión contenida en el decreto-ley 505/58,  de crear el","Por ello, y concordemente con lo dictaminado por la señora Procu- radora Fiscal,",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracchi (según su voto) — Juan Carlos Maqueda,Lorenzetti | Highton de Nolasco | Petracchi | Maqueda | Argibay,532,157,157-541
334_p312,A1,334,mejora_gano_firma,otro,procedente,sin_firma,unanime,0,5,"Por ello, habiéndose transferido el crédito litigioso inherente a estas  actuaci","Por ello, habiendo dictaminado la señora Procuradora Fiscal, se  hace lugar a la",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda — E. Raúl Zaffaroni.,Lorenzetti | Highton de Nolasco | Fayt | Maqueda | Zaffaroni,456,160,160-476
334_p249,A1,334,mejora_gano_firma,otro,confirma,sin_firma,unanime,0,4,"Por lo expuesto, afirma que la actora pretende demostrar la exis- tencia del pré","Por ello, se confirma la sentencia apelada. Con costas (artículo  68 del Código ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Carmen M. Argibay. Recurso ordinario de ap,Lorenzetti | Highton de Nolasco | Maqueda | Argibay,271,,0-286
334_p376,A1,334,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,6,"Por ello, en atención a lo precedentemente expuesto, a la actividad  desarrollad","Por ello, se decide: I) Admitir la defensa de prescripción y, en conse- cuencia,",por_ello,Ricardo Luis Lorenzetti (en disidencia parcial) — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petrac,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Argibay,374,55,55-387
334_p13,A1,334,mejora_gano_firma,otro,procedente,sin_firma,unanime,0,6,"En consecuencia, las argumentaciones vertidas en el remedio fede- ral con el obj","Por ello, y lo concordemente dictaminado por la señora Procuradora  Fiscal, se d",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracchi — Juan Carlos Maqueda — E. Raúl Zaffa,Lorenzetti | Highton de Nolasco | Petracchi | Maqueda | Zaffaroni | Argibay,677,336,336-692
334_p596,A1,334,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,5,"Por todo ello, concluyó en el rechazo de la acción, lo que así solicitó  al Trib","Por ello, y de conformidad con lo dictaminado por el señor Procura- dor General ",por_ello,Ricardo Luis Lorenzetti (según su voto) — Elena I. Highton de Nolasco (según su voto) — Juan Carlos Maqueda — E. Raúl Za,Lorenzetti | Highton de Nolasco | Maqueda | Zaffaroni | Argibay,764,268,268-776
334_p1018,A1,334,mejora_gano_firma,otro,procedente,sin_firma,unanime,0,4,"En consecuencia, la relación de trabajo sub examine no puede ser  calificada, co","Por ello, se declara procedente el recurso ordinario de la parte  demandada, se ",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda — Carmen M. Argibay. Recurso ordinario interpuesto po,Highton de Nolasco | Fayt | Maqueda | Argibay,362,27,27-539
334_p1821,A1,334,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,"En consecuencia, se impone extender a la A.F.A. la responsabi- lidad por el hech","Por ello, se resuelve: Hacer lugar a la demanda seguida por Car- los Alberto Mig",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — E. Raúl Zaffaroni. Nombre del actor: Migoy,Lorenzetti | Highton de Nolasco | Maqueda | Zaffaroni,855,72,72-872
334_p1644,A1,334,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,6,"atento lo dispuesto por este Tribunal a fs. 1733/1734, la Sala I descartó  que l","Por ello, y habiendo dictaminado el señor Procurador Fiscal, se  declara procede",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia)— Carlos S. Fayt — Juan Carlos Maqueda — E. Raúl Za,Lorenzetti | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Argibay,471,364,364-479
334_p1754,A1,334,mejora_gano_firma,otro,originaria,sin_firma,unanime,0,5,"En consecuencia, al no subsistir las circunstancias que determi- naron el dictad","Por ello, y de conformidad con lo oportunamente dictaminado por  la señora Procu",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqued,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda,536,180,180-598
334_p1327,A1,334,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,7,"En consecuencia, contrariamente a lo sostenido por el apelante  a fs. 344 vta., ","Por ello, oída la señora Procuradora Fiscal, se hace lugar a la que- ja, se decl",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqued,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,579,281,281-599
334_p1361,A3,334,mejora_gano_firma,otro,otro,sin_firma,unanime,0,6,"En consecuencia, sólo respecto de los montos indemnizatorios fija- dos a su favo",Por ello se resuelve: 1º) Declarar admisible el recurso ordinario  interpuesto p,por_ello,Ricardo Luis Lorenzetti — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqueda — E. Raúl Zaffaroni — Carmen,Lorenzetti | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,407,26,26-444
334_p1909,A1,334,mejora_gano_firma,otro,revoca,sin_firma,disidencia,0,7,"En consecuencia, puesto que en la resolución S.G.N. 58/03, se ha  mencionado que","Por ello, y oída la señora Procuradora Fiscal, se declara formal- mente admisibl",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S. Fayt — Enrique Santiago Petracchi — Ju,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,403,99,99-412
334_p1580,A1,334,mejora_gano_firma,otro,otro,sin_firma,unanime,0,6,"atento a lo establecido en los artículos 42 y 43 de la ley 24.065, para  1607 DE","Por ello, concordemente con lo dictaminado por la señora Procura- dora Fiscal, s",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqued,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Argibay,1122,499,499-1144
334_p1276,A1,334,mejora_gano_firma,otro,revoca,sin_firma,unanime,0,7,"En consecuencia, contrariamente a lo afirmado por el a quo, en el  artículo 26, ","Por ello, y lo concordemente dictaminado por la señora Procuradora  Fiscal –en e",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqued,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,424,114,114-445
337_p365,A1,337,mejora_gano_firma,otro,confirma,sin_firma,unanime,0,4,"de conformidad con lo dispuesto en la ley 23.041, éste dedujo recurso  extraordi","Por ello, y habiendo dictaminado la señora Procuradora Fiscal, se  declara forma",por_ello,Ricardo Luis Lorenzetti — Juan Carlos Maqueda — E. Raúl Zaffaroni — Carmen M. Argibay. Recurso extraordinario interpuest,Lorenzetti | Maqueda | Zaffaroni | Argibay,289,180,180-308
337_p843,A1,337,mejora_gano_firma,otro,competencia,sin_firma,unanime,0,4,de conformidad con los principios de congruencia y prevención del art.,"Por ello, oído el señor Procurador Fiscal, se declara que resulta  competente pa",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracchi — Juan Carlos Maqueda.,Lorenzetti | Highton de Nolasco | Petracchi | Maqueda,247,116,116-259
337_p154,A1,337,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,5,"En consecuencia, carecería de asidero imponer, como pretende la  recurrente, un ","Por ello, oída la señora Procuradora Fiscal, se hace lugar parcial- mente a la q",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda — E. Raúl Zaffaroni.,Lorenzetti | Highton de Nolasco | Fayt | Maqueda | Zaffaroni,448,246,246-465
337_p813,A1,337,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,"En consecuencia, considera vulnerados por la norma local su de- recho de propied","Por ello, y oída la señora Procuradora Fiscal, se resuelve: Hacer  lugar a la de",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqueda. Nombre del actor: Johns,Highton de Nolasco | Fayt | Petracchi | Maqueda,347,176,176-382
337_p315,A1,337,mejora_gano_firma,otro,hace_lugar,sin_firma,mixed,0,7,"en consecuencia, da cuenta de un “principio evidente” (allant de soi/ self-evide","Por ello, oída la señora Procuradora Fiscal, se hace lugar a la que- ja, se decl",por_ello,Ricardo Luis Lorenzetti (en disidencia)— Elena I. Highton de Nolasco (en disidencia)— Carlos S. Fayt — Enrique Santiago ,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,471,242,242-486
337_p373,A1,337,mejora_gano_firma,otro,confirma,sin_firma,unanime,0,4,"En consecuencia, corresponde concluir que la falta de cumplimiento  de los requi","Por ello, se confirma la sentencia apelada en lo atinente a las cues- tiones exa",por_ello,Elena I. Highton de Nolasco — Enrique Santiago Petracchi — Juan Carlos Maqueda — E. Raúl Zaffaroni.,Highton de Nolasco | Petracchi | Maqueda | Zaffaroni,634,21,21-652
337_p712,A1,337,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,5,En su mérito sostuvo que la demandante no puede desconocer las obli- gaciones co,"Por ello, oída la señora Procuradora Fiscal, se decide: I.- Rechazar  la demanda",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia)— Carlos S. Fayt — Enrique Santiago Petracchi — Jua,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda,718,377,377-733
337_p388,A1,337,mejora_gano_firma,otro,confirma,sin_firma,mixed,0,6,"Por ello, en el ámbito de los derechos aduaneros, cobra relevancia  la doctrina ","Por ello, oído el señor Procurador General de la Nación, se decla- ra formalment",por_ello,Ricardo Luis Lorenzetti — Carlos S. Fayt — Enrique Santiago Petracchi (en disidencia)— Juan Carlos Maqueda — E. Raúl Zaf,Lorenzetti | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,851,354,354-864
337_p703,A1,337,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,4,"en consecuencia, condenó a la Dirección General de Aduanas a devol- ver a la act","Por ello, de conformidad con lo dictaminado por la señora Procu- radora Fiscal, ",por_ello,Ricardo Luis Lorenzetti — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqueda.,Lorenzetti | Fayt | Petracchi | Maqueda,317,197,197-333
337_p530,A1,337,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,6,"En consecuencia, la ampliación de la competencia de la Cámara  Federal de la Seg","Por ello, oído el señor Procurador Fiscal: a) se declara que, con  arreglo a lo ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi (según su voto)— Jua,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni,366,109,109-386
337_p234,A1,337,mejora_gano_firma,otro,otro,sin_firma,unanime,0,7,"En su mérito, a fs. 619 y dado que esta Corte ha señalado reiterada- mente que s","Por ello y concordemente con lo dictaminado por la señora Procu- radora Fiscal, ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqued,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,842,352,352-859
337_p1136,A1,337,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,3,"en consecuencia, de cancelar el crédito con los bonos sexta serie del  art. 66 d","Por ello, y lo concordemente dictaminado por la señora Procu- radora Fiscal, se ",por_ello,Carlos S. Fayt — Juan Carlos Maqueda — E. Raúl Zaffaroni.,Fayt | Maqueda | Zaffaroni,240,163,163-254
337_p966,A1,337,mejora_gano_firma,otro,revoca,sin_firma,unanime,0,2,"En consecuencia, si el Sistema Nacional de Seguros de Salud den- tro del cual se","Por ello, habiendo dictaminado la señora Procuradora Fiscal, se  declara procede",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt. Recurso extraordinario interpuesto por el Estado Nacional –Superintenden- ,Highton de Nolasco | Fayt,1007,351,351-1034
337_p1289,A1,337,mejora_gano_firma,otro,procedente,sin_firma,segun_su_voto,0,3,"de conformidad con lo dispuesto en los artículos 8.2.h, 1.1 y 2 de la  Convenció","Por ello, y lo concordantemente dictaminado por el señor Procura- dor Fiscal, se",por_ello,Carlos S. Fayt (según su voto)— Juan Carlos Maqueda — E. Raúl Zaffaroni.,Fayt | Maqueda | Zaffaroni,672,359,359-679
337_p1361,A1,337,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,4,"Por estas razones, expresa que el pronunciamiento de la Supre- ma Corte Provinci","Por ello, oída la señora Procuradora Fiscal, se hace lugar a la  queja, se decla",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda.,Lorenzetti | Highton de Nolasco | Fayt | Maqueda,550,187,187-574
337_p1375,A1,337,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,"En consecuencia, cuestiona dicho acto administrativo local, en  cuanto entiende ","Por ello, concordemente con lo dictaminado por la señora Procu- radora Fiscal, s",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda — E. Raúl Zaffaroni. Nombre del actor: Aeropuertos Ar,Highton de Nolasco | Fayt | Maqueda | Zaffaroni,707,325,325-723
337_p1117,A1,337,mejora_gano_firma,otro,revoca,sin_firma,disidencia,0,4,"Por ello, sobre la base del carácter provisorio de estas medidas  y del tiempo t","Por ello, oída la señora Procuradora Fiscal, se declara formalmen- te admisible ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia)— Carlos S. Fayt — Juan Carlos Maqueda.,Lorenzetti | Highton de Nolasco | Fayt | Maqueda,699,207,207-709
337_p1337,A1,337,mejora_gano_firma,otro,confirma,sin_firma,disidencia,0,4,"Por ello, es menester recurrir a los principios de leyes análogas,  toda vez que","Por ello, y habiendo dictaminado la señora Procuradora Fiscal  ante esta Corte, ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia)— Carlos S. Fayt — Juan Carlos Maqueda.,Lorenzetti | Highton de Nolasco | Fayt | Maqueda,333,153,153-339
338_p556,A1,338,mejora_gano_firma,otro,confirma,sin_firma,unanime,0,3,"Por estas razones, consideró que la petición de las hermanas y  curadoras de M.A","Por ello, habiendo dictaminado la señora Procuradora General de  la Nación, se d",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Recursos extraordinarios interpuestos por e,Lorenzetti | Highton de Nolasco | Maqueda,1692,839,839-1728
338_p652,A1,338,mejora_gano_firma,otro,otro,sin_firma,unanime,0,3,"En consecuencia, dice, es la Provincia de Corrientes quien se obligó  no solo a ","Por ello, se decide: Hacer lugar a la demanda seguida por Dora  Meza contra Esta",por_ello,"Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Nombre de la actora: Meza, Dora. Nombre de ",Lorenzetti | Highton de Nolasco | Maqueda,1036,184,184-1063
338_p40,A1,338,mejora_gano_firma,otro,desestima,sin_firma,unanime,0,4,"por ello, debería establecerse en el proceso la proporción del valor de  compra ","Por ello, y oída la señora Procuradora Fiscal subrogante, se decla­ ran admisibl",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda.,Lorenzetti | Highton de Nolasco | Fayt | Maqueda,287,71,71-300
338_p284,A1,338,mejora_gano_firma,otro,nulidad,sin_firma,unanime,0,4,"Por estas razones, corresponde asumir el conocimiento para deci­ dir el planteo ","Por ello, oído el señor Procurador General subrogante, se admite  el planteo y s",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda.,Lorenzetti | Highton de Nolasco | Fayt | Maqueda,541,161,161-552
338_p1477,A1,338,mejora_gano_firma,otro,revoca,sin_firma,unanime,0,4,"En consecuencia, es posible sostener que con independencia de la  conducta de la","Por ello, se declara mal concedido el recurso ordinario deducido  a fs. 494/495.",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda. Recursos ordinarios de ape,Lorenzetti | Highton de Nolasco | Fayt | Maqueda,590,21,21-616
338_p706,A1,338,mejora_gano_firma,otro,abstracto,sin_firma,unanime,0,3,"Atento a que la cuestión planteada comprometía los intereses del  menor, el Trib","Por ello, el Tribunal resuelve: Declarar inoficioso un pronun­ ciamiento en el c",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda.,Lorenzetti | Highton de Nolasco | Maqueda,168,18,18-186
338_p1216,A1,338,sin_cambio,otro,otro,sin_firma,sin_firma,0,0,"En consecuencia, la disposición examinada soslaya el importante  rol que cumplen","Por ello, oída la señora Procuradora General de la Nación, se  resuelve: 1.- Dec",por_ello,,,1206,552,552-1286
338_p962,A1,338,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,"Por ello, enfatiza que esta disposición se encuentra lisa y llanamen­ te concate","Por ello, concordemente con lo dictaminado por la señora Procu­ radora Fiscal, s",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda. Nombre del actor: Enap Sip,Lorenzetti | Highton de Nolasco | Fayt | Maqueda,1175,593,593-1196
338_p1149,A1,338,mejora_gano_firma,otro,procedente,sin_firma,unanime,0,2,"Atento a que se encontraban comprometidos los intereses de la  niña, se solicita","Por ello, de conformidad con lo dictaminado por el señor Procu­ rador Fiscal sub",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan,Lorenzetti | Highton de Nolasco,235,180,180-244
338_p1389,A1,338,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,"En su mérito, con respecto a la pretensión concerniente a la ple­ na coparticipa","Por ello, y oído el señor Procurador General, se decide: I. Decla­ rar la incons",por_ello,"Ricardo Luis Lorenzetti — Carlos S. Fayt — Juan Carlos Maqueda. Parte actora: Provincia de Santa Fe, representada por su",Lorenzetti | Fayt | Maqueda | Rosenkrantz,1563,421,421-1611
338_p1060,A1,338,mejora_gano_firma,otro,otro,sin_firma,unanime,0,2,"En consecuencia, dice, la citada Comisión se circunscribió al estu­ dio de la zo","Por ello, concordemente con lo dictaminado por la señora Procu­ radora Fiscal a ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan,Lorenzetti | Highton de Nolasco,925,253,253-934
338_p1183,A1,338,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,en consecuencia ser interpretadas las normas de aquella de modo que  las autorid,"Por ello y habiendo dictaminado la señora Procuradora General,  se resuelve: Hac",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda. Nombre del actor: Papel Pr,Lorenzetti | Highton de Nolasco | Fayt | Maqueda,1285,545,545-1308
338_p1258,A1,338,mejora_gano_firma,otro,hace_lugar,sin_firma,disidencia,0,4,"En consecuencia, a diferencia de lo afirmado por la cámara, no  existiría en el ","Por todo lo expuesto, oída la señora Procuradora Fiscal y en uso de  las atribuc",por_todo_lo_exp,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia)— Carlos S. Fayt — Juan Carlos Maqueda.,Lorenzetti | Highton de Nolasco | Fayt | Maqueda,680,187,187-694
338_p1156,A1,338,mejora_gano_firma,otro,desestima,sin_firma,unanime,0,3,"En consecuencia, como lo ha señalado la señora Procuradora Fis­ cal en el aparta","Por ello, y oída la señora Procuradora Fiscal, se desestima el recur­ so de hech",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda.,Lorenzetti | Highton de Nolasco | Maqueda,567,311,311-589
338_p1356,A1,338,sin_cambio,otro,otro,sin_firma,sin_firma,0,0,"En su mérito, en cuanto a la pretensión concerniente a la plena co­ participació","Por ello, y oído el señor Procurador General, se decide: I. Declarar  la inconst",por_ello,,,1249,223,223-1260
339_p599,A3,339,sin_cambio,otro,otro,sin_firma,sin_firma,0,0,"Por ello, de conformidad con el referido dictamen y con el del  señor Defensor G","Por ello, de conformidad con el referido dictamen y con el del  señor Defensor G",por_ello,,,123,115,115-125
339_p260,A1,339,mejora_gano_firma,otro,mal_concedido,sin_firma,unanime,0,3,"En consecuencia, los actos administrativos impugnados en el sub  examine no care","Por ello, se declara mal concedido el recurso ordinario de apela­ ción deducido ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Recurso ordinario de apelación interpuesto ,Lorenzetti | Highton de Nolasco | Maqueda,247,44,44-289
339_p566,A1,339,mejora_gano_firma,otro,originaria,sin_firma,unanime,0,3,"En consecuencia, corresponde intimar a la Provincia de Santa Fe  para que acate ","Por ello, se resuelve: I. Intimar a la Provincia de Santa Fe para  que acate lea",por_ello,"Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Parte actora: Telecom Argentina S.A., repre",Lorenzetti | Highton de Nolasco | Maqueda,69,18,18-101
339_p444,A3,339,mejora_gano_firma,otro,desestima,sin_firma,unanime,0,3,"En consecuencia, al ser el Tribunal el juez del recurso, correspon­ derá declara","Por ello, se declara mal concedido el recurso ordinario de apela­ ción, con cost",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Recurso ordinario de apelación interpuesto ,Lorenzetti | Highton de Nolasco | Maqueda,324,37,37-359
339_p115,A1,339,mejora_gano_firma,otro,procedente,sin_firma,segun_su_voto,0,3,"En consecuencia, califica la decisión apelada de invasión sobre la  autonomía un","Por ello, y lo concordemente dictaminado por la señora Procurado­ ra Fiscal, se ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto)— Juan Carlos Maqueda.,Lorenzetti | Highton de Nolasco | Maqueda,399,238,238-406
339_p927,A3,339,sin_cambio,otro,otro,sin_firma,sin_firma,0,0,"Por ello, se resuelve disponer que por Secretaría se soliciten los  siguientes i","Por ello, se resuelve disponer que por Secretaría se soliciten los  siguientes i",por_ello,,,24,9,9-99
339_p290,A1,339,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,3,"En consecuencia, condenó a dicha entidad –a la que la actora se halla  afiliada ","Por ello, oída la señora Procuradora Fiscal, se hace lugar a la que­ ja, se decl",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda.,Lorenzetti | Highton de Nolasco | Maqueda,338,209,209-360
339_p569,A1,339,mejora_gano_firma,otro,otro,sin_firma,unanime,0,3,"En consecuencia, corresponde determinar en primer lugar, la su­ jeción del asunt","Por ello, y concordemente con lo dictaminado por la señora Pro­ curadora Fiscal,",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Nombre del actor: Transportadora Cuyana S.A,Lorenzetti | Highton de Nolasco | Maqueda,493,271,271-514
339_p827,A1,339,mejora_gano_firma,otro,confirma,sin_firma,unanime,0,3,"En consecuencia, cabe concluir que el hecho de que la información  requerida por","Por ello, habiendo dictaminado la señora Procuradora Fiscal, se  declara procede",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Recurso extraordinario interpuesto por la A,Lorenzetti | Highton de Nolasco | Maqueda,535,326,326-552
339_p1720,A2,339,sin_cambio,desestima,desestima,sin_firma,sin_firma,0,0,"Por ello, se desestima el recurso de hecho planteado. Declárase  perdido el depó","Por ello, se desestima el recurso de hecho planteado. Declárase  perdido el depó",por_ello,,,36,7,7-38
339_p1077,A1,339,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,4,"En consecuencia, debe distinguirse entre el ejercicio del control  jurisdicciona","Por ello, y habiendo dictaminado la señora Procuradora General  de la Nación, es",por_ello,Ricardo Luis Lorenzetti – Elena I. Highton de Nolasco – Juan Carlos Maqueda (según su voto)– Horacio Rosatti (según su v,Lorenzetti | Highton de Nolasco | Maqueda | Rosatti,1781,832,832-1805
339_p1423,A1,339,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,4,"Por todo lo expuesto, la recurrente concluye que la sentencia ape­ lada cercena ","Por ello, concordemente con lo dictaminado por el señor Procu­ rador Fiscal ante",por_ello,Ricardo Luis Lorenzetti – Juan Carlos Maqueda – Horacio Rosatti – Carlos Fernando Rosenkrantz.,Lorenzetti | Maqueda | Rosatti | Rosenkrantz,506,305,305-523
339_p1172,A1,339,mejora_gano_firma,otro,otro,sin_firma,unanime,0,3,"En consecuencia, solicitó que se declare la improcedencia de la  pretensión de l","Por ello, y concordemente con lo dictaminado por la señora Pro­ curadora Fiscal,",por_ello,Ricardo Luis Lorenzetti – Elena I. Highton de Nolasco – Juan Carlos Maqueda. Nombre del actor: Enap Sipetrol Argentina S,Lorenzetti | Highton de Nolasco | Maqueda,603,263,263-629
340_p493,A1,340,mejora_gano_firma,otro,otro,sin_firma,mixed,0,5,"atento a que la Constitución es una estructura coherente y, por lo  tanto, ha de","Por ello, corresponde declarar procedente el recurso extraordina­ rio y, por los",por_ello,Ricardo Luis Lorenzetti (en disidencia)— Elena I. Highton de Nolasco (en disidencia)— Juan Carlos Maqueda — Horacio Rosa,Lorenzetti | Highton de Nolasco | Maqueda | Rosatti | Rosenkrantz,548,121,121-555
340_p737,A2,340,sin_cambio,competencia,competencia,sin_firma,sin_firma,0,0,Por los fundamentos y conclusiones del dictamen del señor Procu­ rador Fiscal a ,Por los fundamentos y conclusiones del dictamen del señor Procu­ rador Fiscal a ,por_los_fund,,,58,55,55-62
340_p47,A1,340,mejora_gano_firma,otro,otro,sin_firma,mixed,0,5,"de conformidad con su competencia, la sentencia dictada por la Cor­ te Interamer","Por ello, habiendo dictaminado la señora Procuradora General, se  desestima la p",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda (en disidencia)— Horacio Rosatti (según su v,Lorenzetti | Highton de Nolasco | Maqueda | Rosatti | Rosenkrantz,625,325,325-634
340_p257,A3,340,mejora_gano_firma,otro,procedente,sin_firma,mixed,0,4,"De conformidad con ello, el Honorable Congreso de la Nación de­ clara la necesid","Por ello, oída la señora Procuradora Fiscal, se declara procedente  el recurso e",por_ello,Ricardo Luis Lorenzetti (según su voto)— Juan Carlos Maqueda (según su voto)— Horacio Rosatti (según su voto)— Carlos Fe,Lorenzetti | Maqueda | Rosatti | Rosenkrantz,1199,386,386-1212
340_p1581,A1,340,mejora_gano_firma,otro,revoca,sin_firma,segun_su_voto,0,4,"Por estas razones, concluyó que el régimen establecido en el re- glamento para e","Por ello, se declaran procedentes los recursos extraordinarios,  se revoca la de",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda (según su voto)— Carlos Fernando Rosenkrantz,Lorenzetti | Highton de Nolasco | Maqueda | Rosenkrantz,279,96,96-291
