caso_id_canonico,tomo,n_lineas,es_techo_corta,pe_idx_bl,pe_tier_bl,vp_bl,bl_outcome,pe_idx_b067,pe_tier_b067,vp_b067,tier3_fired,inicio_votos_indiv,inicio_busqueda,fin_busqueda_con_techo
339_p751,339,77,False,66,tier1_validado,unanime,otro,66,tier1_validado,unanime,False,,21,77
339_p754,339,118,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,118,118
339_p758,339,74,False,59,tier1_validado,unanime,otro,59,tier1_validado,unanime,False,,12,74
339_p760,339,841,False,820,tier1_validado,unanime,otro,820,tier1_validado,unanime,False,,277,841
339_p781,339,543,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,246,543
339_p795,339,678,False,656,tier1_validado,unanime,hace_lugar,656,tier1_validado,unanime,False,,647,678
339_p812,339,71,False,56,tier1_validado,unanime,otro,56,tier1_validado,unanime,False,,18,71
339_p814,339,208,False,195,tier1_validado,unanime,hace_lugar,195,tier1_validado,unanime,False,,182,208
339_p819,339,104,False,91,tier1_validado,unanime,mal_concedido,91,tier1_validado,unanime,False,,23,104
339_p822,339,73,False,58,tier1_validado,unanime,hace_lugar,58,tier1_validado,unanime,False,,23,73
339_p824,339,101,False,85,tier1_validado,unanime,hace_lugar,85,tier1_validado,unanime,False,,22,101
339_p827,339,552,False,535,tier1_validado,unanime,confirma,535,tier1_validado,unanime,False,,326,552
339_p841,339,144,False,127,tier1_validado,unanime,otro,127,tier1_validado,unanime,False,,70,144
339_p845,339,33,False,19,tier1_validado,unanime,otro,19,tier1_validado,unanime,False,,8,33
339_p846,339,237,False,216,tier1_validado,unanime,revoca,216,tier1_validado,unanime,False,,207,237
339_p852,339,67,False,55,tier1_validado,unanime,otro,55,tier1_validado,unanime,False,,13,67
339_p854,339,155,False,138,tier1_validado,unanime,hace_lugar,138,tier1_validado,unanime,False,,126,155
339_p858,339,34,False,21,tier1_validado,unanime,desestima,21,tier1_validado,unanime,False,,6,34
339_p859,339,161,False,143,tier1_validado,unanime,competencia,143,tier1_validado,unanime,False,,140,161
339_p864,339,217,False,203,tier1_validado,unanime,hace_lugar,203,tier1_validado,unanime,False,,141,217
339_p869,339,131,False,115,tier1_validado,unanime,nulidad,115,tier1_validado,unanime,False,,15,131
339_p873,339,110,False,94,tier1_validado,unanime,nulidad,94,tier1_validado,unanime,False,,31,110
339_p876,339,248,False,235,tier1_validado,unanime,otro,235,tier1_validado,unanime,False,,181,248
339_p882,339,231,False,195,tier1_validado,unanime,procedente,195,tier1_validado,unanime,False,,187,231
339_p888,339,51,False,43,tier1_validado,unanime,otro,43,tier1_validado,unanime,False,,40,51
339_p889,339,50,False,38,tier1_validado,unanime,desestima,38,tier1_validado,unanime,False,,16,50
339_p891,339,49,False,34,tier1_validado,unanime,abstracto,34,tier1_validado,unanime,False,,7,49
339_p893,339,158,False,138,tier1_validado,unanime,competencia,138,tier1_validado,unanime,False,,130,158
339_p897,339,143,False,121,tier1_validado,unanime,hace_lugar,121,tier1_validado,unanime,False,,9,143
339_p901,339,195,False,176,tier1_validado,unanime,otro,176,tier1_validado,unanime,False,,156,195
339_p906,339,539,False,525,tier1_validado,unanime,otro,525,tier1_validado,unanime,False,,382,539
339_p919,339,70,False,41,tier1_validado,unanime,revoca,41,tier1_validado,unanime,False,,17,70
339_p921,339,208,False,183,tier1_validado,unanime,hace_lugar,183,tier1_validado,unanime,False,,170,208
339_p927,339,99,False,24,tier1_fallback,unanime,otro,24,tier1_fallback,unanime,False,,9,99
339_p930,339,122,False,89,tier1_validado,unanime,procedente,89,tier1_validado,unanime,False,,14,122
339_p933,339,420,False,37,tier1_validado,unanime,desestima,37,tier1_validado,unanime,False,,15,420
339_p1027,339,212,False,194,tier1_validado,unanime,competencia,194,tier1_validado,unanime,False,,186,212
339_p1033,339,334,False,324,tier1_validado,unanime,otro,324,tier1_validado,unanime,False,,312,334
339_p1041,339,113,False,88,tier1_validado,disidencia,otro,88,tier1_validado,disidencia,False,99,22,99
339_p1044,339,25,False,18,tier1_validado,unanime,desestima,18,tier1_validado,unanime,False,,6,25
339_p1045,339,97,False,80,tier1_validado,unanime,hace_lugar,80,tier1_validado,unanime,False,,19,97
339_p1048,339,394,False,380,tier1_validado,unanime,desestima,380,tier1_validado,unanime,False,,43,394
339_p1058,339,301,False,259,tier1_validado,mixed,otro,259,tier1_validado,mixed,False,269,145,269
339_p1066,339,461,False,438,tier1_validado,unanime,hace_lugar,438,tier1_validado,unanime,False,,430,461
339_p1077,339,3674,False,1781,tier1_validado,segun_su_voto,otro,1781,tier1_validado,segun_su_voto,False,1805,832,1805
339_p1168,339,126,False,110,tier1_validado,unanime,hace_lugar,110,tier1_validado,unanime,False,,11,126
339_p1171,339,58,False,23,tier1_validado,unanime,desestima,23,tier1_validado,unanime,False,,7,58
339_p1172,339,629,False,603,tier1_validado,unanime,otro,603,tier1_validado,unanime,False,,263,629
339_p1188,339,167,False,157,tier1_validado,unanime,competencia,157,tier1_validado,unanime,False,,154,167
339_p1192,339,23,False,16,tier1_validado,unanime,desestima,16,tier1_validado,unanime,False,,2,23
339_p1193,339,52,False,38,tier1_validado,unanime,otro,38,tier1_validado,unanime,False,,16,52
339_p1195,339,149,False,132,tier1_validado,unanime,otro,132,tier1_validado,unanime,False,,83,149
339_p1199,339,154,False,139,tier1_validado,unanime,hace_lugar,139,tier1_validado,unanime,False,,129,154
339_p1203,339,33,False,27,tier1_validado,unanime,desestima,27,tier1_validado,unanime,False,,9,33
339_p1204,339,51,False,24,tier1_validado,disidencia,otro,24,tier1_validado,disidencia,False,31,9,31
339_p1206,339,11,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,8,11
339_p1207,339,74,False,21,tier1_validado,unanime,desestima,21,tier1_validado,unanime,False,,9,74
339_p1208,339,268,False,253,tier1_validado,unanime,hace_lugar,253,tier1_validado,unanime,False,,244,268
339_p1215,339,122,False,107,tier1_validado,unanime,competencia,107,tier1_validado,unanime,False,,100,122
339_p1218,339,59,False,28,tier1_validado,unanime,desestima,28,tier1_validado,unanime,False,,8,59
339_p1219,339,79,False,61,tier1_validado,unanime,desestima,61,tier1_validado,unanime,False,,27,79
339_p1223,339,1027,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,576,1027
339_p1254,339,284,False,275,tier1_validado,unanime,otro,275,tier1_validado,unanime,False,,55,284
339_p1261,339,103,False,91,tier1_validado,unanime,competencia,91,tier1_validado,unanime,False,,88,103
339_p1264,339,209,False,200,tier1_validado,unanime,competencia,200,tier1_validado,unanime,False,,193,209
339_p1269,339,307,False,284,tier1_validado,unanime,procedente,284,tier1_validado,unanime,False,,222,307
339_p1277,339,1055,False,1040,tier1_validado,unanime,otro,1040,tier1_validado,unanime,False,,1000,1055
339_p1302,339,73,False,64,tier1_validado,unanime,desestima,64,tier1_validado,unanime,False,,13,73
339_p1304,339,32,False,23,tier1_validado,unanime,desestima,23,tier1_validado,unanime,False,,7,32
339_p1305,339,48,False,34,tier1_validado,unanime,desestima,34,tier1_validado,unanime,False,,7,48
339_p1307,339,43,False,33,tier1_validado,unanime,desestima,33,tier1_validado,unanime,False,,7,43
339_p1308,339,109,False,97,tier1_validado,unanime,hace_lugar,97,tier1_validado,unanime,False,,29,109
339_p1311,339,93,False,80,tier1_validado,unanime,desestima,80,tier1_validado,unanime,False,,29,93
339_p1314,339,86,False,74,tier1_validado,unanime,otro,74,tier1_validado,unanime,False,,48,86
339_p1316,339,253,False,231,tier1_validado,unanime,otro,231,tier1_validado,unanime,False,,181,253
339_p1323,339,182,False,79,tier1_validado,mixed,competencia,79,tier1_validado,mixed,False,92,69,92
339_p1328,339,91,False,45,tier1_validado,segun_su_voto,desestima,45,tier1_validado,segun_su_voto,False,49,10,49
339_p1331,339,189,False,161,tier1_validado,unanime,otro,161,tier1_validado,unanime,False,,17,189
339_p1336,339,103,False,90,tier1_validado,unanime,competencia,90,tier1_validado,unanime,False,,87,103
339_p1339,339,82,False,69,tier1_validado,unanime,otro,69,tier1_validado,unanime,False,,66,82
339_p1341,339,40,False,33,tier1_validado,unanime,desestima,33,tier1_validado,unanime,False,,11,40
339_p1342,339,257,False,220,tier1_validado,segun_su_voto,procedente,220,tier1_validado,segun_su_voto,False,229,58,229
339_p1349,339,52,False,32,tier1_validado,disidencia,hace_lugar,32,tier1_validado,disidencia,False,36,22,36
339_p1351,339,77,False,68,tier1_validado,unanime,competencia,68,tier1_validado,unanime,False,,65,77
339_p1353,339,57,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,57,57
339_p1355,339,82,False,69,tier1_validado,unanime,nulidad,69,tier1_validado,unanime,False,,19,82
339_p1357,339,488,False,451,tier1_validado,unanime,otro,451,tier1_validado,unanime,False,,319,488
339_p1371,339,59,False,45,tier1_validado,unanime,otro,45,tier1_validado,unanime,False,,10,59
339_p1373,339,104,False,92,tier1_validado,unanime,competencia,92,tier1_validado,unanime,False,,89,104
339_p1376,339,85,False,77,tier1_validado,unanime,competencia,77,tier1_validado,unanime,False,,69,85
339_p1378,339,53,False,41,tier1_validado,unanime,competencia,41,tier1_validado,unanime,False,,38,53
339_p1380,339,64,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,64,64
339_p1382,339,108,False,99,tier1_validado,unanime,competencia,99,tier1_validado,unanime,False,,96,108
339_p1385,339,99,False,86,tier1_validado,unanime,competencia,86,tier1_validado,unanime,False,,83,99
339_p1388,339,180,False,165,tier1_validado,unanime,competencia,165,tier1_validado,unanime,False,,162,180
339_p1393,339,81,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,81,81
339_p1397,339,107,False,98,tier1_validado,unanime,otro,98,tier1_validado,unanime,False,,90,107
339_p1400,339,568,False,553,tier1_validado,unanime,desestima,553,tier1_validado,unanime,False,,399,568
339_p1414,339,97,False,85,tier1_validado,unanime,competencia,85,tier1_validado,unanime,False,,82,97
339_p1417,339,59,False,48,tier1_validado,unanime,otro,48,tier1_validado,unanime,False,,12,59
339_p1419,339,56,False,48,tier1_validado,unanime,competencia,48,tier1_validado,unanime,False,,45,56
339_p1420,339,81,False,51,tier1_validado,disidencia,otro,51,tier1_validado,disidencia,False,58,14,58
339_p1423,339,523,False,506,tier1_validado,unanime,hace_lugar,506,tier1_validado,unanime,False,,305,523
339_p1436,339,54,False,43,tier1_validado,unanime,otro,43,tier1_validado,unanime,False,,13,54
339_p1437,339,75,False,66,tier1_validado,unanime,competencia,66,tier1_validado,unanime,False,,63,75
339_p1439,339,65,False,56,tier1_validado,unanime,competencia,56,tier1_validado,unanime,False,,53,65
339_p1441,339,248,False,231,tier1_validado,unanime,hace_lugar,231,tier1_validado,unanime,False,,141,248
339_p1448,339,194,False,177,tier1_validado,unanime,procedente,177,tier1_validado,unanime,False,,133,194
339_p1453,339,229,False,184,tier1_validado,segun_su_voto,hace_lugar,184,tier1_validado,segun_su_voto,False,196,174,196
339_p1459,339,67,False,55,tier1_validado,unanime,competencia,55,tier1_validado,unanime,False,,52,67
339_p1461,339,73,False,62,tier1_validado,unanime,otro,62,tier1_validado,unanime,False,,59,73
339_p1463,339,598,False,524,tier1_validado,segun_su_voto,desestima,524,tier1_validado,segun_su_voto,False,528,60,528
339_p1478,339,215,False,199,tier1_validado,unanime,abstracto,199,tier1_validado,unanime,False,,124,215
339_p1483,339,219,False,203,tier1_validado,unanime,hace_lugar,203,tier1_validado,unanime,False,,192,219
339_p1489,339,147,False,128,tier1_validado,unanime,procedente,128,tier1_validado,unanime,False,,35,147
339_p1493,339,824,False,641,tier1_validado,mixed,procedente,641,tier1_validado,mixed,False,656,195,656
339_p1514,339,230,False,214,tier1_validado,unanime,hace_lugar,214,tier1_validado,unanime,False,,202,230
339_p1520,339,113,False,94,tier1_validado,unanime,otro,94,tier1_validado,unanime,False,,28,113
339_p1523,339,189,False,170,tier1_validado,unanime,revoca,170,tier1_validado,unanime,False,,91,189
339_p1528,339,55,False,43,tier1_validado,unanime,otro,43,tier1_validado,unanime,False,,40,55
339_p1530,339,150,False,116,tier1_validado,unanime,hace_lugar,116,tier1_validado,unanime,False,,18,150
339_p1534,339,970,False,889,tier1_validado,segun_su_voto,hace_lugar,889,tier1_validado,segun_su_voto,False,904,421,904
339_p1559,339,104,False,94,tier1_validado,unanime,competencia,94,tier1_validado,unanime,False,,88,104
339_p1562,339,108,False,87,tier1_validado,unanime,otro,87,tier1_validado,unanime,False,,13,108
339_p1565,339,84,False,76,tier1_validado,unanime,competencia,76,tier1_validado,unanime,False,,73,84
339_p1567,339,158,False,144,tier1_validado,unanime,hace_lugar,144,tier1_validado,unanime,False,,130,158
339_p1571,339,180,False,167,tier1_validado,unanime,otro,167,tier1_validado,unanime,False,,164,180
339_p1576,339,30,False,20,tier1_validado,unanime,abstracto,20,tier1_validado,unanime,False,,6,30
339_p1577,339,64,False,52,tier1_validado,unanime,otro,52,tier1_validado,unanime,False,,49,64
339_p1579,339,70,False,47,tier1_validado,unanime,competencia,47,tier1_validado,unanime,False,,44,70
339_p1581,339,68,False,53,tier1_validado,unanime,otro,53,tier1_validado,unanime,False,,11,68
339_p1583,339,311,False,293,tier1_validado,unanime,hace_lugar,293,tier1_validado,unanime,False,,283,311
339_p1591,339,28,False,20,tier1_validado,unanime,otro,20,tier1_validado,unanime,False,,9,28
339_p1592,339,23,False,12,tier1_validado,unanime,desestima,12,tier1_validado,unanime,False,,1,23
339_p1593,339,237,False,219,tier1_validado,unanime,procedente,219,tier1_validado,unanime,False,,211,237
339_p1599,339,72,False,61,tier1_validado,unanime,otro,61,tier1_validado,unanime,False,,58,72
339_p1601,339,67,False,55,tier1_validado,unanime,competencia,55,tier1_validado,unanime,False,,52,67
339_p1603,339,78,False,65,tier1_validado,unanime,otro,65,tier1_validado,unanime,False,,62,78
339_p1605,339,64,False,52,tier1_validado,unanime,competencia,52,tier1_validado,unanime,False,,49,64
339_p1607,339,33,False,24,tier1_validado,unanime,desistimiento,24,tier1_validado,unanime,False,,6,33
339_p1608,339,251,False,217,tier1_validado,disidencia,hace_lugar,217,tier1_validado,disidencia,False,230,206,230
339_p1615,339,227,False,209,tier1_validado,unanime,hace_lugar,209,tier1_validado,unanime,False,,199,227
339_p1621,339,26,False,16,tier1_validado,unanime,desestima,16,tier1_validado,unanime,False,,2,26
339_p1622,339,57,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,57,57
339_p1628,339,254,False,234,tier1_validado,unanime,hace_lugar,234,tier1_validado,unanime,False,,224,254
339_p1635,339,293,False,279,tier1_validado,unanime,hace_lugar,279,tier1_validado,unanime,False,,150,293
339_p1642,339,59,False,46,tier1_validado,unanime,competencia,46,tier1_validado,unanime,False,,43,59
339_p1644,339,161,False,153,tier1_validado,unanime,competencia,153,tier1_validado,unanime,False,,150,161
339_p1648,339,107,False,76,tier1_validado,unanime,otro,76,tier1_validado,unanime,False,,73,107
339_p1651,339,144,False,136,tier1_validado,unanime,competencia,136,tier1_validado,unanime,False,,133,144
339_p1654,339,63,False,54,tier1_validado,unanime,competencia,54,tier1_validado,unanime,False,,51,63
339_p1656,339,90,False,78,tier1_validado,unanime,competencia,78,tier1_validado,unanime,False,,75,90
339_p1659,339,69,False,56,tier1_validado,unanime,competencia,56,tier1_validado,unanime,False,,53,69
339_p1661,339,111,False,64,tier1_validado,unanime,competencia,64,tier1_validado,unanime,False,,61,111
339_p1663,339,286,False,242,tier1_validado,unanime,otro,242,tier1_validado,unanime,False,,145,286
339_p1671,339,114,False,102,tier1_validado,unanime,competencia,102,tier1_validado,unanime,False,,99,114
339_p1674,339,152,False,126,tier1_validado,disidencia,otro,126,tier1_validado,disidencia,False,138,79,138
339_p1678,339,63,False,55,tier1_validado,unanime,competencia,55,tier1_validado,unanime,False,,52,63
339_p1680,339,102,False,90,tier1_validado,unanime,otro,90,tier1_validado,unanime,False,,87,102
339_p1683,339,236,False,213,tier1_validado,unanime,procedente,213,tier1_validado,unanime,False,,204,236
339_p1689,339,50,False,32,tier1_validado,unanime,desestima,32,tier1_validado,unanime,False,,7,50
339_p1691,339,174,False,156,tier1_validado,unanime,procedente,156,tier1_validado,unanime,False,,30,174
339_p1695,339,229,False,213,tier1_validado,unanime,procedente,213,tier1_validado,unanime,False,,41,229
339_p1701,339,28,False,19,tier1_validado,unanime,abstracto,19,tier1_validado,unanime,False,,1,28
339_p1702,339,59,False,51,tier1_validado,unanime,competencia,51,tier1_validado,unanime,False,,48,59
339_p1704,339,92,False,80,tier1_validado,unanime,competencia,80,tier1_validado,unanime,False,,77,92
339_p1707,339,70,False,58,tier1_validado,unanime,competencia,58,tier1_validado,unanime,False,,55,70
339_p1709,339,93,False,85,tier1_validado,unanime,competencia,85,tier1_validado,unanime,False,,82,93
339_p1711,339,54,False,42,tier1_validado,unanime,otro,42,tier1_validado,unanime,False,,39,54
339_p1713,339,36,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,36,36
339_p1715,339,87,False,54,tier1_validado,unanime,competencia,54,tier1_validado,unanime,False,,51,87
339_p1717,339,130,False,120,tier1_validado,unanime,competencia,120,tier1_validado,unanime,False,,117,130
339_p1720,339,38,False,36,tier1_fallback,sin_firma,desestima,36,tier1_fallback,sin_firma,False,,7,38
339_p1722,339,186,False,165,tier1_validado,unanime,otro,165,tier1_validado,unanime,False,,147,186
339_p1727,339,200,False,170,tier1_validado,disidencia,otro,170,tier1_validado,disidencia,False,183,123,183
339_p1732,339,398,False,378,tier1_validado,unanime,hace_lugar,378,tier1_validado,unanime,False,,26,398
339_p1742,339,300,False,278,tier1_validado,unanime,confirma,278,tier1_validado,unanime,False,,270,300
339_p1750,339,28,False,18,tier1_validado,unanime,desestima,18,tier1_validado,unanime,False,,9,28
339_p1751,339,119,False,111,tier1_validado,unanime,competencia,111,tier1_validado,unanime,False,,108,119
339_p1754,339,247,False,230,tier1_validado,unanime,desestima,230,tier1_validado,unanime,False,,212,247
339_p1760,339,77,False,69,tier1_validado,unanime,competencia,69,tier1_validado,unanime,False,,62,77
339_p1763,339,968,False,919,tier1_validado,segun_su_voto,confirma,919,tier1_validado,segun_su_voto,False,930,419,930
339_p1787,339,136,False,123,tier1_validado,unanime,competencia,123,tier1_validado,unanime,False,,120,136
339_p1791,339,81,False,68,tier1_validado,unanime,otro,68,tier1_validado,unanime,False,,65,81
339_p1793,339,8,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,8
339_p1795,339,209,False,180,tier1_validado,unanime,otro,180,tier1_validado,unanime,False,,20,209
339_p1801,339,109,False,92,tier1_validado,unanime,procedente,92,tier1_validado,unanime,False,,12,109
339_p1804,339,159,False,60,tier1_validado,segun_su_voto,desestima,60,tier1_validado,segun_su_voto,False,65,46,65
339_p1808,339,91,False,77,tier1_validado,unanime,otro,77,tier1_validado,unanime,False,,16,91
339_p1811,339,36,False,30,tier1_validado,unanime,desestima,30,tier1_validado,unanime,False,,5,36
339_p1812,339,209,False,188,tier1_validado,unanime,hace_lugar,188,tier1_validado,unanime,False,,71,209
339_p1818,339,31,False,16,tier1_validado,unanime,desestima,16,tier1_validado,unanime,False,,7,31
339_p1819,339,43,False,33,tier1_validado,unanime,otro,33,tier1_validado,unanime,False,,11,43
339_p1820,339,232,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,232,232
339_p1831,339,102,False,88,tier1_validado,unanime,competencia,88,tier1_validado,unanime,False,,85,102
339_p1834,339,84,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,84,84
340_p7,340,125,False,112,tier1_validado,unanime,competencia,112,tier1_validado,unanime,False,,105,125
340_p10,340,30,False,24,tier1_validado,unanime,desestima,24,tier1_validado,unanime,False,,12,30
340_p11,340,77,False,66,tier1_validado,unanime,competencia,66,tier1_validado,unanime,False,,63,77
340_p14,340,308,False,250,tier1_validado,unanime,hace_lugar,250,tier1_validado,unanime,False,,241,308
340_p21,340,122,False,109,tier1_validado,unanime,otro,109,tier1_validado,unanime,False,,34,122
340_p24,340,133,False,121,tier1_validado,unanime,competencia,121,tier1_validado,unanime,False,,118,133
340_p28,340,45,False,37,tier1_validado,unanime,competencia,37,tier1_validado,unanime,False,,34,45
340_p29,340,134,False,116,tier1_validado,unanime,hace_lugar,116,tier1_validado,unanime,False,,32,134
340_p33,340,170,False,157,tier1_validado,unanime,hace_lugar,157,tier1_validado,unanime,False,,144,170
340_p37,340,64,False,56,tier1_validado,unanime,competencia,56,tier1_validado,unanime,False,,53,64
340_p39,340,170,False,156,tier1_validado,unanime,otro,156,tier1_validado,unanime,False,,148,170
340_p44,340,113,False,100,tier1_validado,unanime,competencia,100,tier1_validado,unanime,False,,97,113
340_p47,340,987,False,625,tier1_validado,mixed,otro,625,tier1_validado,mixed,False,634,325,634
340_p72,340,128,False,123,tier1_validado,segun_su_voto,confirma,123,tier1_validado,segun_su_voto,False,,115,128
340_p76,340,216,False,172,tier1_validado,segun_su_voto,otro,172,tier1_validado,segun_su_voto,False,179,60,179
340_p82,340,105,False,98,tier1_validado,unanime,competencia,98,tier1_validado,unanime,False,,95,105
340_p85,340,102,False,83,tier1_validado,unanime,hace_lugar,83,tier1_validado,unanime,False,,18,102
340_p88,340,180,False,166,tier1_validado,unanime,nulidad,166,tier1_validado,unanime,False,,13,180
340_p93,340,90,False,77,tier1_validado,unanime,otro,77,tier1_validado,unanime,False,,10,90
340_p95,340,109,False,102,tier1_validado,unanime,competencia,102,tier1_validado,unanime,False,,99,109
340_p98,340,85,False,72,tier1_validado,unanime,desestima,72,tier1_validado,unanime,False,,24,85
340_p101,340,84,False,74,tier1_validado,unanime,otro,74,tier1_validado,unanime,False,,71,84
340_p103,340,376,False,346,tier1_validado,disidencia,hace_lugar,346,tier1_validado,disidencia,False,358,183,358
340_p113,340,55,False,41,tier1_validado,unanime,otro,41,tier1_validado,unanime,False,,9,55
340_p114,340,99,False,70,tier1_validado,disidencia,otro,70,tier1_validado,disidencia,False,82,9,82
340_p117,340,111,False,87,tier1_validado,unanime,originaria,87,tier1_validado,unanime,False,,21,111
340_p121,340,27,False,19,tier1_validado,unanime,otro,19,tier1_validado,unanime,False,,6,27
340_p122,340,90,False,62,tier1_validado,disidencia,mal_concedido,62,tier1_validado,disidencia,False,71,19,71
340_p124,340,59,False,50,tier1_validado,unanime,competencia,50,tier1_validado,unanime,False,,47,59
340_p126,340,54,False,38,tier1_validado,unanime,otro,38,tier1_validado,unanime,False,,14,54
340_p128,340,63,False,52,tier1_validado,unanime,competencia,52,tier1_validado,unanime,False,,13,63
340_p130,340,35,False,22,tier1_validado,unanime,desestima,22,tier1_validado,unanime,False,,9,35
340_p131,340,203,False,176,tier1_validado,disidencia,desestima,176,tier1_validado,disidencia,False,185,167,185
340_p136,340,183,False,176,tier1_validado,unanime,competencia,176,tier1_validado,unanime,False,,173,183
340_p141,340,347,False,171,tier1_validado,segun_su_voto,hace_lugar,171,tier1_validado,segun_su_voto,False,178,161,178
340_p151,340,200,False,191,tier1_validado,unanime,otro,191,tier1_validado,unanime,False,,180,200
340_p156,340,67,False,54,tier1_validado,unanime,otro,54,tier1_validado,unanime,False,,51,67
340_p158,340,234,False,221,tier1_validado,unanime,procedente,221,tier1_validado,unanime,False,,209,234
340_p164,340,187,False,179,tier1_validado,unanime,competencia,179,tier1_validado,unanime,False,,176,187
340_p169,340,97,False,86,tier1_validado,unanime,competencia,86,tier1_validado,unanime,False,,31,97
340_p172,340,513,False,494,tier1_validado,unanime,hace_lugar,494,tier1_validado,unanime,False,,262,513
340_p185,340,129,False,117,tier1_validado,unanime,revoca,117,tier1_validado,unanime,False,,108,129
340_p188,340,645,False,627,tier1_validado,unanime,desestima,627,tier1_validado,unanime,False,,601,645
340_p204,340,151,True,,,sin_firma,sin_dispositivo,90,tier3,unanime,True,52,17,52
340_p207,340,105,False,55,tier1_validado,mixed,otro,55,tier1_validado,mixed,False,80,34,80
340_p212,340,199,False,176,tier1_validado,unanime,procedente,176,tier1_validado,unanime,False,,167,199
340_p217,340,40,False,28,tier1_validado,unanime,desestima,28,tier1_validado,unanime,False,,6,40
340_p218,340,84,False,70,tier1_validado,unanime,abstracto,70,tier1_validado,unanime,False,,67,84
340_p221,340,138,False,126,tier1_validado,unanime,competencia,126,tier1_validado,unanime,False,,92,138
340_p225,340,40,False,19,tier1_validado,disidencia,desestima,19,tier1_validado,disidencia,False,27,13,27
340_p226,340,107,False,29,tier1_validado,disidencia,desestima,29,tier1_validado,disidencia,False,34,20,34
340_p229,340,106,False,82,tier1_validado,disidencia,procedente,82,tier1_validado,disidencia,False,93,25,93
340_p232,340,139,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,139,139
340_p236,340,598,False,571,tier1_validado,disidencia,revoca,571,tier1_validado,disidencia,False,582,1,582
340_p251,340,206,False,99,tier1_validado,segun_su_voto,desistimiento,99,tier1_validado,segun_su_voto,False,110,26,110
340_p257,340,3460,False,1199,tier1_validado,mixed,procedente,1199,tier1_validado,mixed,False,1212,386,1212
340_p345,340,1629,False,732,tier1_validado,disidencia,revoca,732,tier1_validado,disidencia,False,747,233,747
340_p387,340,150,False,132,tier1_validado,unanime,nulidad,132,tier1_validado,unanime,False,,26,150
340_p391,340,122,False,114,tier1_validado,unanime,otro,114,tier1_validado,unanime,False,,106,122
340_p394,340,83,False,72,tier1_validado,unanime,competencia,72,tier1_validado,unanime,False,,69,83
340_p397,340,131,False,121,tier1_validado,unanime,otro,121,tier1_validado,unanime,False,,118,131
340_p400,340,124,False,76,tier1_validado,unanime,competencia,76,tier1_validado,unanime,False,,73,124
340_p403,340,119,False,114,tier1_validado,unanime,nulidad,114,tier1_validado,unanime,False,,36,119
340_p406,340,163,False,151,tier1_validado,unanime,competencia,151,tier1_validado,unanime,False,,143,163
340_p411,340,154,False,137,tier1_validado,unanime,otro,137,tier1_validado,unanime,False,,29,154
340_p415,340,179,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,179,179
340_p421,340,301,False,223,tier1_validado,segun_su_voto,competencia,223,tier1_validado,segun_su_voto,False,232,156,232
340_p429,340,62,False,51,tier1_validado,unanime,otro,51,tier1_validado,unanime,False,,48,62
340_p431,340,235,False,217,tier1_validado,unanime,hace_lugar,217,tier1_validado,unanime,False,,196,235
340_p437,340,1774,False,937,tier1_validado,disidencia,hace_lugar,937,tier1_validado,disidencia,False,945,467,945
340_p481,340,70,False,53,tier1_validado,unanime,competencia,53,tier1_validado,unanime,False,,50,70
340_p483,340,392,False,97,tier1_validado,disidencia,otro,97,tier1_validado,disidencia,False,107,60,107
340_p493,340,886,False,548,tier1_validado,mixed,otro,548,tier1_validado,mixed,False,555,121,555
340_p516,340,57,False,42,tier1_validado,unanime,otro,42,tier1_validado,unanime,False,,10,57
340_p518,340,108,False,92,tier1_validado,unanime,otro,92,tier1_validado,unanime,False,,12,108
340_p521,340,114,False,102,tier1_validado,unanime,competencia,102,tier1_validado,unanime,False,,99,114
340_p524,340,71,False,59,tier1_validado,unanime,otro,59,tier1_validado,unanime,False,,56,71
340_p526,340,487,False,450,tier1_validado,unanime,originaria,450,tier1_validado,unanime,False,,387,487
340_p538,340,78,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,78,78
340_p540,340,91,False,77,tier1_validado,unanime,competencia,77,tier1_validado,unanime,False,,74,91
340_p543,340,84,False,75,tier1_validado,unanime,competencia,75,tier1_validado,unanime,False,,72,84
340_p545,340,73,False,49,tier1_validado,unanime,desestima,49,tier1_validado,unanime,False,,13,73
340_p549,340,2345,False,1173,tier1_validado,mixed,hace_lugar,1173,tier1_validado,mixed,False,1182,816,1182
340_p607,340,49,False,34,tier1_validado,unanime,mal_concedido,34,tier1_validado,unanime,False,,12,49
340_p609,340,90,False,82,tier1_validado,unanime,competencia,82,tier1_validado,unanime,False,,79,90
