caso_id_canonico,tomo,source_file,li,lf,lfr,retroceso,bloque_total,token_siguiente,sig_caso_id,linea_corte_texto,clasificacion_corte,firma_entre_lfr_lf,firma_linea,firma_texto,hay_dispositivo_perdido,contexto_lfr_menos2,contexto_lfr_menos1,contexto_lfr,contexto_lfr_mas1,contexto_lfr_mas2
330_p2470,330,LibroVol330.2.md,43829,44141,44137,4,312,Cristóbal,330_p3994,cer saber a la Provincia del Neuquén que deberá abstenerse de exigir,otro,,,,,Estado líbrese oficio al señor juez federal de la ciudad del Neuquén;,III.– Decretar la prohibición de innovar a cuyo efecto corresponde ha-,cer saber a la Provincia del Neuquén que deberá abstenerse de exigir,,2478
330_p2575,330,LibroVol330.2.md,47825,48149,48148,1,324,Amarilla,330_p4094,FALLOS DE LA CORTE SUPREMA,sumario_header,,,,,,2584,FALLOS DE LA CORTE SUPREMA,330,"Por lo demás, y sin perjuicio de señalar que la actora tachó de"
330_p2739,330,LibroVol330.2.md,54168,54402,54297,105,234,Gleriano,330_p4260,"Mendoza, Provincia de” (Fallos: 321:2501, pto. VI), determinar si, en",cita,,,,,"Empero, como ya especificó este Ministerio Público in re “Coopera-",tiva de Trabajo Transportes Automotores de Cuyo T.A.C. Limitada c/,"Mendoza, Provincia de” (Fallos: 321:2501, pto. VI), determinar si, en","el caso, las tarifas propuestas por el prestador o aquellas fijadas por",las autoridad nacional o provincial correspondiente contemplaron o
330_p2746,330,LibroVol330.2.md,54428,54480,54454,26,52,ANSeS,330_p4263,"por el Estado Nacional, la Provincia de Buenos Aires y la Ciudad Au-",otro,,,,SI,respecto al Plan Integrado para el Saneamiento de la Cuenca Matan-,"za Riachuelo presentado, en materia de prevención y recomposición,","por el Estado Nacional, la Provincia de Buenos Aires y la Ciudad Au-","tónoma de Buenos Aires, así como con relación al informe formulado","por la Universidad de Buenos Aires sobre la factibilidad de aquel plan,"
330_p2792,330,LibroVol330.2.md,56257,56270,56265,5,13,Pérez,330_p2793,"–De los precedentes “Pérez Figueroa” y “Daponte”, a los que remitió la Corte",otro,,,,,"causa tenga esa naturaleza, toda vez que la Corte Suprema no actúa como juez",en ella sino en el recurso.,"–De los precedentes “Pérez Figueroa” y “Daponte”, a los que remitió la Corte",Suprema–.,
330_p2793,330,LibroVol330.2.md,56278,56307,56279,28,29,Daponte,330_p2794,"considerando 3º, y D.479.XXXV “Daponte, Jorge Luis s/ falsedad ideo-",otro,SI,56302,JULIO S. NAZARENO — EDUARDO MOLINÉ O’CONNOR — CARLOS S. FAYT — AUGUSTO CÉSAR,SI,"las causas P.572.XXXIII “Pérez Figueroa, Eduardo y Weisgerber, Ro-","berto s/ presunta infracción art. 174, inc. 5º C.P. –causa Nº 6447–”,","considerando 3º, y D.479.XXXV “Daponte, Jorge Luis s/ falsedad ideo-",lógica – incidente de nulidad de ampliación indagatoria y notificación,"–causa Nº 32.139–” (*), resueltas el 2 de abril de 1998 y el 27 de febre-"
330_p2847,330,LibroVol330.2.md,58416,58464,58448,16,48,Estado,330_p2849,"en el caso, cuestiones relativas a las relaciones con un Estado extran-",otro,,,,,cios personales y en los bienes.,"Al respecto, la Corte ha declarado que aunque estén involucradas,","en el caso, cuestiones relativas a las relaciones con un Estado extran-","jero, ello no autoriza –como regla– a ampliar por vía de interpretación","una competencia que, como la originaria, sólo alcanza a las personas a"
330_p2964,330,LibroVol330.3.md,3408,3562,3497,65,154,Municipalidad,330_p98,"5º) Que contra dicho pronunciamiento, la ANSeS dedujo el recurso",otro,SI,3553,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S.,SI,"sión, citó los precedentes de este Tribunal dictados en las causas","“Jaume, María Elena” y “Cordón, Mabel”.","5º) Que contra dicho pronunciamiento, la ANSeS dedujo el recurso","ordinario de apelación, que fue concedido según lo establecido en el",art. 19 de la ley 24.463. Aun cuando las objeciones expuestas por el
330_p2968,330,LibroVol330.3.md,3577,3636,3619,17,59,ANSeS,330_p2970,que la ANSeS haya ordenado la suspensión del pago del beneficio po-,otro,,,,,ley 24.463. Objeta la postura del a quo referente a la necesidad de una,"declaración expresa de nulidad, pues sostiene que la circunstancia de",que la ANSeS haya ordenado la suspensión del pago del beneficio po-,see los mismos efectos. Alega que la propia ley excluye a la cónyuge,"supérstite en el goce de la pensión cuando hay una conviviente, salvo"
330_p3069,330,LibroVol330.3.md,7455,7637,7556,81,182,González,330_p208,que ello es así pese a que en el escrito de inicio invocó su derecho a,otro,SI,7608,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S.,SI,cargo de director del Museo Histórico Nacional ha expirado (v. resolu-,"ción 3533 del 27 de septiembre de 1999, obrante a fs. 25/26). Pienso",que ello es así pese a que en el escrito de inicio invocó su derecho a,permanecer en el cargo por dos años más en los términos del art. 54,"del decreto 993/91 (t.o. 1995), pues no consta en autos que haya alega-"
330_p3458,330,LibroVol330.3.md,23203,23284,23229,55,81,Lagos,330_p4928,ordenado a la ANSeS que computara los servicios prestados por el,otro,SI,23275,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE,SI,1º) Que contra la sentencia de la Sala I de la Cámara Federal de la,Seguridad Social que revocó el fallo de la instancia anterior que había,ordenado a la ANSeS que computara los servicios prestados por el,demandante desde el 25 de agosto de 1947 hasta el 24 de agosto de,"1949 y le otorgara el beneficio de jubilación ordinaria, la actora dedujo"
330_p3463,330,LibroVol330.3.md,23353,23695,23533,162,342,Provincia,330_p619,"Civil Argentino, 5ª ed., Tipográfica Editora Argentina, Buenos Aires,",otro,SI,23690,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S.,SI,"595), o bien, bajo la persuasión de estar legítimamente investido del","derecho de edificar (conf. Salvat, Raymundo M., Tratado de Derecho","Civil Argentino, 5ª ed., Tipográfica Editora Argentina, Buenos Aires,","1962, tomo II, pág. 179). Pero es indiscutible que las indemnizaciones",a las que se refiere el art. 2588 del Código Civil no proceden cuando ha
330_p3494,330,LibroVol330.3.md,24593,24900,24881,19,307,Santos,330_p1971,"ra Fiscal subrogante, se hace lugar a la queja, se declara procedente el",otro,SI,24889,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S.,,(art. 15 de la ley 48).,Por ello y en lo pertinente lo dictaminado por la señora Procurado-,"ra Fiscal subrogante, se hace lugar a la queja, se declara procedente el",recurso extraordinario y se deja sin efecto el pronunciamiento apelado,con el alcance indicado. Con costas (art. 68 del Código Procesal Civil y
330_p3685,330,LibroVol330.3.md,31880,33061,31893,1168,1181,Oyarbide,330_p2168,"na, representado por la Dra. Paula Marisa Silva y Banco Societe Generale S.A.,",otro,SI,31992,res de edad (Voto de los Dres. Juan Carlos Maqueda y E. Raúl Zaffaroni).,SI,CARMEN M. ARGIBAY.,Recurso extraordinario interpuesto por el Banco Central de la República Argenti-,"na, representado por la Dra. Paula Marisa Silva y Banco Societe Generale S.A.,",representados por el Dr. Ricardo Arturo Kelly.,"Traslado contestado por Pablo Felipe Kujarchuk, representado por la Dra. Karina"
330_p3714,330,LibroVol330.3.md,33066,33356,33320,36,290,Repsol,330_p2192,nieman en la causa Banco Latinoamericano Sociedad Anónima c/ Banco,otro,SI,33336,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS,SI,"Buenos Aires, 28 de agosto de 2007.",Vistos los autos: “Recurso de hecho deducido por Alejandro Po-,nieman en la causa Banco Latinoamericano Sociedad Anónima c/ Banco,,3721
330_p3758,330,LibroVol330.3.md,34836,35041,34897,144,205,Becerra,330_p5224,"ga a la resuelta por la otra sala de ese tribunal [en la causa “Cortez,",otro,,,,,pa del proceso.,"A mayor abundamiento, señaló que la cuestión de fondo es análo-","ga a la resuelta por la otra sala de ese tribunal [en la causa “Cortez,",Jesús Florentino y otros c/ F.F.C.C. p/ laboral” (Expte. Nº 72.795-C-,"5759)], donde se sostuvo que la impugnación de la demandada no con-"
330_p3773,330,LibroVol330.3.md,35386,35534,35528,6,148,Gianola,330_p2255,de la Nación; II. Remitir oportunamente las presentes actuaciones al,otro,,,,,"radora Fiscal, se resuelve: I. Declarar que la presente causa no corres-",ponde a la competencia originaria de esta Corte Suprema de Justicia,de la Nación; II. Remitir oportunamente las presentes actuaciones al,"Superior Tribunal de Justicia de la Provincia del Chaco a fin de que,","conforme lo resuelto, decida lo concerniente al tribunal que entenderá"
330_p3848,330,LibroVol330.3.md,38304,38466,38441,25,162,Nación,330_p3853,mercial de la Nación).,otro,SI,38446,RICARDO LUIS LORENZETTI (en disidencia) — ELENA I. HIGHTON DE NOLASCO,SI,"Que el recurso extraordinario, cuya denegación dio origen a la pre-","sente queja, es inadmisible (art. 280 del Código Procesal Civil y Co-",mercial de la Nación).,"Por ello, habiendo dictaminado la señora Procuradora Fiscal, se","desestima la queja. Devuélvanse los autos principales, notifíquese y"
330_p4040,330,LibroVol330.3.md,45901,46081,45911,170,180,Credit,330_p2527,"nal de la 2da. Circunscripción Judicial –Chilecito–, Provincia de La Rioja.",otro,SI,45955,"Nación) (Disidencia de los Dres. Enrique Santiago Petracchi, Juan Carlos",SI,Tribunal de origen: Tribunal Superior de Justicia de la Provincia de La Rioja.,Tribunales que intervinieron con anterioridad: Cámara en lo Criminal y Correccio-,"nal de la 2da. Circunscripción Judicial –Chilecito–, Provincia de La Rioja.",PAPELERA PEDOTTI S.A.,PRESCRIPCION EN MATERIA PENAL.
330_p4064,330,LibroVol330.3.md,46819,47061,47041,20,242,Barrionuevo,330_p1228,"legal forma, si existían deudas anteriores de la provincia que la auto-",otro,,,,,mación Económica –sobre la base de las facultades conferidas al res-,pecto por el art. 6º de la resolución general citada– se efectuaron en,"legal forma, si existían deudas anteriores de la provincia que la auto-",rizasen a imputar el pago a la más antigua de ellas –justificando así,"que se hayan devengado los intereses consecuencia de la mora–, si se"
330_p4429,330,LibroVol330.4.md,4370,4599,4490,109,229,R,330_p124,"del Sector Público y de la Asociación de Empleados de la DGI, que",otro,,,,SI,"sentación de la DGI el acta acuerdo del 27 de abril de 1989, con los",representantes de la Comisión Técnica Asesora de Política Salarial,"del Sector Público y de la Asociación de Empleados de la DGI, que",además presentó el convenio con “modificaciones” en sede judicial el 8,de mayo del mismo año y el que realizó la recomendación de no dedu-
330_p4483,330,LibroVol330.4.md,6364,6591,6524,67,227,Intense,330_p178,dente de revisión promovido por el Banco de la Provincia de Buenos,otro,SI,6534,RICARDO LUIS LORENZETTI (en disidencia) — ELENA I. HIGHTON DE NOLASCO,SI,Vistos los autos: “Recurso de hecho deducido por el Banco de la,Provincia de Buenos Aires en la causa Procefax S.A. s/ quiebra s/ inci-,dente de revisión promovido por el Banco de la Provincia de Buenos,"Aires”, para decidir sobre su procedencia.",Considerando:
330_p4528,330,LibroVol330.4.md,8079,8120,8113,7,41,García,330_p224,"y C.2053.XXXIX “Cash, Daniel Enrique c/ ANSeS”, falladas el 31 de",otro,,,,,resulta apta para dirimir los planteos relacionados con los honorarios,"de los letrados (causas R.606. XXXVI. “Ríos, Jorge Manuel c/ ANSeS”","y C.2053.XXXIX “Cash, Daniel Enrique c/ ANSeS”, falladas el 31 de","agosto de 2004 y 1º de noviembre de 2005, respectivamente), por lo",que cabe rechazar el remedio intentado por el profesional actuante
330_p4685,330,LibroVol330.4.md,14102,14160,14151,9,58,ANSeS,330_p4687,“Sánchez” citado y remitir las actuaciones a la ANSeS a fin de que,otro,SI,14156,RICARDO LUIS LORENZETTI — CARLOS S. FAYT — ENRIQUE SANTIAGO,,"Por ello, el Tribunal resuelve: declarar procedentes los recursos","deducidos, revocar lo decidido con el alcance que surge del fallo",“Sánchez” citado y remitir las actuaciones a la ANSeS a fin de que,proceda a reajustar la prestación según las pautas dadas en los pro-,nunciamientos anteriores que se encuentran firmes y a lo resuelto en
330_p4687,330,LibroVol330.4.md,14162,14276,14254,22,114,ANSeS,330_p4690,pues la ANSeS se limitó a discrepar con el valor probatorio que ante-,otro,,,,,6º) Que no se han comprobado en el caso ni los hechos graves ni la,"observancia de las precauciones a que se ha aludido precedentemente,",pues la ANSeS se limitó a discrepar con el valor probatorio que ante-,riormente había asignado a los diversos elementos de juicio agregados,"al expediente, los cuales, por lo demás, creaban una razonable certeza"
330_p4807,330,LibroVol330.4.md,18773,18879,18874,5,106,Nación,330_p1817,"González, Concepción y otros c/ Misiones, Provincia de y otro (Estado",otro,,,,,"Jorge y otros c/ Mendoza, Provincia de y otro s/ acción declarativa de","certeza”, sentencia del 20 de marzo de 2007 y F.1784.XXXVIII “Flecha","González, Concepción y otros c/ Misiones, Provincia de y otro (Estado","Nacional) s/ daños y perjuicios”, sentencia del 8 de mayo de 2007).",
330_p4851,330,LibroVol330.4.md,20426,20699,20652,47,273,Degremont,330_p547,"S.A. c/ Tucumán, Provincia de s/ acción declarativa de certeza”, cuyos",otro,,,,,318:992 y 2457; 322:1470; 323:2380 y 3279 y dictamen del 18 de no-,"viembre de 2004, in re B. 1498, XL. Originario “Banco Hipotecario","S.A. c/ Tucumán, Provincia de s/ acción declarativa de certeza”, cuyos",fundamentos compartió el Tribunal en su sentencia del 15 de marzo,de 2005).
330_p4862,330,LibroVol330.4.md,20868,21008,20988,20,140,Albarracín,330_p3400,"María Inés c/ ANSeS s/ Rest. de Benf. – cargo c/ benef. –med. cautelar–”,",otro,SI,20995,ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO,SI,analizados y resueltos por el Tribunal en el precedente publicado en,"Fallos: 325:1294 (“Hernández”) y en la causa S.1777.XXXIX “Salerno,","María Inés c/ ANSeS s/ Rest. de Benf. – cargo c/ benef. –med. cautelar–”,","sentencia del 24 de agosto de 2006, cuyas consideraciones se dan por",reproducidas.
330_p4953,330,LibroVol330.4.md,24255,24494,24433,61,239,Carro,330_p1961,llos: 250:154; 323:349; A.1460.XXXVIII “Asociación de Bancos Públi-,otro,,,,,Ello aconseja –hasta tanto se dicte sentencia definitiva– mante-,ner el estado anterior al dictado de las normas mencionadas (arg. Fa-,llos: 250:154; 323:349; A.1460.XXXVIII “Asociación de Bancos Públi-,"cos y Privados de la República Argentina y otros c/ San Luis, Provincia","de s/ acción de inconstitucionalidad”, pronunciamiento del 18 de julio"
330_p4960,330,LibroVol330.4.md,24517,24886,24520,366,369,Cervecería,330_p3494,"jandro Marcelo Cerezal), BBVA Banco Francés S.A. (representado por la doc-",otro,SI,24553,adecuada a derecho (Voto del Dr. Carlos S. Fayt).,SI,"el doctor Guillermo Gabriel Ucha), Banco Río de la Plata S.A. (representado por el","doctor Rubén Eduardo Luque), HSBC Bank Argentina S.A. (representado por Ale-","jandro Marcelo Cerezal), BBVA Banco Francés S.A. (representado por la doc-","tora Evelina Leoni Sarrailh), Standard Bank Argentina S.A. (representado por el","doctor Gonzalo Braceras), y Hexagon Bank – ex Banca Nazionale del Lavoro"
330_p4970,330,LibroVol330.4.md,24912,25389,25259,130,477,Fronzo,330_p3509,"sa H.56.XXXIV “Hansen, Ricardo Jorge Emilio c/ Banco Hipotecario",otro,SI,25326,RICARDO LUIS LORENZETTI (según su voto) — ELENA I. HIGHTON DE NOLASCO,SI,de las quejas por denegación de recursos extraordinarios no está pre-,vista la participación de otros sujetos ajenos a la parte apelante (cau-,"sa H.56.XXXIV “Hansen, Ricardo Jorge Emilio c/ Banco Hipotecario","Nacional –incidente de revocatoria–”, sentencia del 19 de agosto de","1999 y Fallos: 325:1242, entre varios). De ahí que, en principio, no"
330_p4983,330,LibroVol330.4.md,25418,25575,25557,18,157,Embarcación,330_p3519,"Vistos los autos: “Banco de la Nación Argentina c/ Volpe de Pasquali,",vistos,SI,25570,ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACCHI — JUAN,SI,FALLO DE LA CORTE SUPREMA,"Buenos Aires, 11 de diciembre de 2007.","Vistos los autos: “Banco de la Nación Argentina c/ Volpe de Pasquali,",Rosa N s/ demanda ordinaria”.,Considerando:
330_p5197,330,LibroVol330.4.md,33817,33962,33913,49,145,ANSeS,330_p5201,"cadera (cf. fs. 133); parecer, vale anotarlo, con el que discrepó la ANSeS",otro,SI,33948,RICARDO LUIS LORENZETTI (en disidencia) — ELENA I. HIGHTON DE NOLASCO,SI,"ciones constatadas, el pretensor carecería de aptitud para efectuar",tareas que demanden esfuerzos físicos o movimientos exagerados de,"cadera (cf. fs. 133); parecer, vale anotarlo, con el que discrepó la ANSeS","(fs. 140), y que ratificó el médico forense basado en las particularida-","des de prótesis como la colocada al lesionado, de limitada vida útil y"
330_p5257,330,LibroVol330.4.md,36140,36488,36420,68,348,Martiré,330_p2274,"Provincia del Neuquén (Hidroeléctrica Alicurá, v. fs. 21 del expte. adm.",otro,SI,36477,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S.,SI,DE JUSTICIA DE LA NACION,330,"Provincia del Neuquén (Hidroeléctrica Alicurá, v. fs. 21 del expte. adm.",4145/97).,"De allí que, a mi modo de ver, tal como lo señaló la Cámara a quo,"
331_p93,331,LibroVol331.1.md,3206,3255,3247,8,49,Enrique,331_p95,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique,firma_juez,SI,3248,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique,,gar sin gastos y denunciar ese hecho ante el Tribunal a los fines que,hubiere lugar. Notifíquese.,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique,Santiago Petracchi — Juan Carlos Maqueda — Carmen M. Argibay.,"Recurso de hecho interpuesto por María Rosa Falcón, representada por el Dr. Mar-"
331_p96,331,LibroVol331.1.md,3296,3424,3346,78,128,Indepro,331_p2068,"tribunal superior examine o reexamine la sentencia condenatoria, en",otro,SI,3414,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique,SI,"table desde la óptica de su validez como acto judicial, la decisión del a",quo restringe de modo inadecuado el derecho del imputado a que un,"tribunal superior examine o reexamine la sentencia condenatoria, en",franca contraposición con las pautas establecidas por V.E. en el prece-,dente “Casal” (Fallos: 328:3399).
331_p303,331,LibroVol331.1.md,11244,11515,11305,210,271,Salta,331_p1302,"Buenos Aires, 26 de febrero de 2008.",otro,SI,11326,Ricardo Luis Lorenzetti (en disidencia) — Elena I. Highton de Nolasco,SI,culpa grave (Disidencia de los Dres. Ricardo L. Lorenzetti y Carlos S. Fayt).,FALLO DE LA CORTE SUPREMA,"Buenos Aires, 26 de febrero de 2008.",Vistos los autos: “Recurso de hecho deducido por la Organización,"de Remises Universal S.R.L. en la causa Ventura, Guillermo Salvador"
331_p310,331,LibroVol331.1.md,11517,11990,11941,49,473,Ruiz,331_p2280,cia de Buenos Aires con igual redacción hasta la reforma introducida,otro,,,,,“...expresamente se indiquen...” en su texto (ver art. 1º del decreto,"citado), previsión que fue mantenida en el Código Fiscal de la Provin-",cia de Buenos Aires con igual redacción hasta la reforma introducida,"por la ley 10.731 que suprimió la exigencia de que los actos, contratos",
331_p360,331,LibroVol331.1.md,13478,13613,13607,6,135,Leiva,331_p2336,"Opino, entonces, que corresponde declarar que la justicia federal",otro,,,,,causa y los doy por reproducidos para evitar reiteraciones.,– IV –,"Opino, entonces, que corresponde declarar que la justicia federal","es incompetente para conocer en este proceso. Buenos Aires, 19 de no-",viembre de 2007. Laura M. Monti.
331_p410,331,LibroVol331.1.md,15314,15475,15458,17,161,Estado,331_p415,para éste un estado de incertidumbre sobre la existencia y alcance de,otro,,,,,ha demostrado la existencia de actividad alguna por parte del poder,"administrador, respecto del Estado provincial, que pueda configurar",para éste un estado de incertidumbre sobre la existencia y alcance de,la relación jurídica derivada de las operaciones de importación des-,criptas en la demanda.
331_p477,331,LibroVol331.1.md,17741,18149,18106,43,408,Lima,331_p2449,"la causa Delfino, Martín Fernando y otros s/ lesiones graves en agresión",otro,SI,18123,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S.,SI,"Buenos Aires, 1º de abril de 2008.",Vistos los autos: “Recurso de hecho deducido por Bruno Valussi en,"la causa Delfino, Martín Fernando y otros s/ lesiones graves en agresión","–causa Nº 57.038/04–”, para decidir sobre su procedencia.",Considerando:
331_p583,331,LibroVol331.1.md,21840,21988,21959,29,148,ANSeS,331_p1581,"Buenos Aires, 8 de abril de 2008.",otro,SI,21974,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos,SI,331,FALLO DE LA CORTE SUPREMA,"Buenos Aires, 8 de abril de 2008.",Vistos los autos: “Recurso de hecho deducido por los coactores en,"la causa Argüello, María Susana y otros c/ Administración Federal de"
331_p776,331,LibroVol331.1.md,29295,29444,29406,38,149,DDHH,331_p1771,c/ Estado Nacional – Ministerio de Justicia s/ Personal Militar y Civil,otro,SI,29434,Ricardo Luis Lorenzetti (en disidencia) — Elena I. Highton de Nolasco,SI,beneficios de naturaleza previsional (cfr. doctrina de Fallos: 324:176;,"789; 4511; y, más recientemente, S.C. K. Nº 178, L. XL; “Karpin, Mario",c/ Estado Nacional – Ministerio de Justicia s/ Personal Militar y Civil,"de las FF.AA. y de Seg.”, sentencia del 07.11.06).",– IV –
331_p1186,331,LibroVol331.2.md,6881,7391,7032,359,510,Tapia,331_p194,"de que la comitente, mediante el informe del 14 de julio de ese año,",otro,SI,7368,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia),SI,"la por operada el 28 de abril de 1988, es decir, con anterioridad a la",intimación cursada a la contratista el 16 de junio de 1988 y aun antes,"de que la comitente, mediante el informe del 14 de julio de ese año,",convalidara la recepción provisional que había efectuado la Inspección,de Obra y reconociera el agotamiento del plazo de garantía.
331_p1302,331,LibroVol331.2.md,11369,11747,11681,66,378,Buenos,331_p310,"“Díaz, Ruth Inés c/ Buenos Aires, Provincia de s/ acción declarativa de",otro,SI,11721,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique,SI,"de Tucumán c/ Tucumán, Provincia de s/ acción de inconstitucionali-","dad”, sentencia del 28 de marzo de 2006 (Fallos: 329:937) y D.1765.XLI","“Díaz, Ruth Inés c/ Buenos Aires, Provincia de s/ acción declarativa de","inconstitucionalidad”, antes citada (Fallos: 329:5814), a las que cabe","remitir a fin de evitar repeticiones innecesarias, en las que se denegó"
331_p1397,331,LibroVol331.2.md,15031,15077,15060,17,46,Videla,331_p2376,López cesen en sus cargos por haberse modificado la situación que,otro,SI,15074,doctores Carlos M. Pereyra González y Martín Irurzun y hágase saber,SI,que el Tribunal integrado para decidir esta causa decida que quienes,sustituyeron a los doctores Adolfo Roberto Vázquez y Guillermo A. F.,López cesen en sus cargos por haberse modificado la situación que,"originó su sustitución, solución que no significa sacar a las partes de","sus jueces naturales, sino, por el contrario, someterlas al juzgamiento"
331_p1403,331,LibroVol331.2.md,15222,15568,15481,87,346,Banco,331_p2382,"derá, entre otros elementos, de la constatación de que la diferencia",otro,SI,15555,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique,SI,"reiteradamente el Fisco Nacional, el mantenimiento de la presunción",establecida en el primer párrafo del art. 118 de la ley 11.683 depen-,"derá, entre otros elementos, de la constatación de que la diferencia",detectada por el Fisco no sobrepase el 5% de la base imponible (o del,"quebranto ajustado) o bien los $ 10.000, lo que sea menor (conf. art. 3º,"
331_p1500,331,LibroVol331.2.md,18960,19009,18995,14,49,Estado,331_p1502,cución del efectivo equilibrio entre los tres poderes del Estado.,otro,SI,19004,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos,SI,"requerirla por medio de sus representantes, el Tribunal no la aprecia",en esta instancia como el camino constitucional adecuado en la conse-,cución del efectivo equilibrio entre los tres poderes del Estado.,"4º) Que, en lo demás, la Corte no considera que se configuren los pre-",supuestos previstos en el art. 232 del Código Procesal Civil y Comercial
331_p1581,331,LibroVol331.2.md,21934,22133,22041,92,199,Buenos,331_p588,bida a la libertad de expresión que desalienta el debate público de los,otro,SI,22050,Juan Carlos Maqueda.,SI,"periodística en otros medios nacionales. En consecuencia, la decisión",apelada que responsabilizó al diario constituye una restricción inde-,bida a la libertad de expresión que desalienta el debate público de los,"temas de interés general, por lo que debe ser revocada.","Por ello, y lo concordemente dictaminado por el señor Procurador"
331_p1605,331,LibroVol331.2.md,22990,23201,23103,98,211,Perugini,331_p2583,lectivos entre la probabilidad y la certeza”. Con mayor razón puede,otro,SI,23187,Elena I. Highton de Nolasco — Enrique Santiago Petracchi — Juan,SI,"emitir un juicio de certeza, pues no debe descartarse la permeabilidad",entre los distintos grados de conocimiento y los difusos límites inte-,lectivos entre la probabilidad y la certeza”. Con mayor razón puede,"predicarse esta reiteración del reproche, cuando de una lectura de la","resolución que confirma la prisión preventiva de Walsh, puede apre-"
331_p1987,331,LibroVol331.3.md,124,719,680,39,595,Bernardi,331_p13,nario federal: “No se ignora [...] que el Estado mediante la sanción de la,otro,SI,714,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos,SI,331,"3º) Que, en efecto, la apelante manifiesta en su recurso extraordi-",nario federal: “No se ignora [...] que el Estado mediante la sanción de la,"ley 24.754, ha trasladado parte de esas cargas a la actividad privada.","Y que en el marco de las prestaciones médicas obligatorias (P.M.O.), la"
331_p2309,331,LibroVol331.3.md,12588,12821,12670,151,233,Expreso,331_p337,"R.1624.XL “Ramos, Sergio Nicolás y otros s/inf. ley 23.737” y N.1.XLI",sumario_header,SI,12757,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos,SI,"s/inf. ley 23.737”; M.2191.XL “Molina Lara, Williams Orlando y otros","s/inf. ley 23.737”; R.1122.XXXIX “Ramírez, Angel Omar s/homicidio”;","R.1624.XL “Ramos, Sergio Nicolás y otros s/inf. ley 23.737” y N.1.XLI","“Negreti, Carlos Bernardino y otro s/inf. ley 23.737”, resueltas el 24 de","octubre de 2006; y causa N.128.XXXIX “Nóbile, Pablo Enrique y otro"
331_p2545,331,LibroVol331.3.md,21663,21827,21761,66,164,Astra,331_p2550,surge que el buque Astra IV se encontraba inscripto en el Registro de,otro,SI,21817,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique,SI,En segundo lugar interpreto conducente destacar que de las cons-,"tancias obrantes a fojas 88/89 de la actuación agregada 10765-818-2005,",surge que el buque Astra IV se encontraba inscripto en el Registro de,Cese Provisorio de Bandera Argentina –Decreto 1772/91 desde el año,"1992– v. especialmente fs. 93. Ahora bien, tal como tuvo oportunidad de"
332_p89,332,LibroVol332.1.md,3315,3632,3606,26,317,Papel,332_p1007,económica entre valor de libros de tales acciones –el que hubieran,otro,SI,3627,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos,SI,cantidad total de acciones “que cada ex agente hubiera debido perci-,bir según las pautas del articulo 27 de la ley 23.696” y “la diferencia,económica entre valor de libros de tales acciones –el que hubieran,"debido saldar los ex agentes–, y el valor de mercado, descontadas las",eventuales comisiones financieras por su venta”.
332_p102,332,LibroVol332.1.md,3859,3938,3875,63,79,American,332_p1022,Dictamen de la Procuración General,otro,,,,SI,ley 13.998.,"–Del dictamen de la Procuración General, al que remitió la Corte Suprema–.",Dictamen de la Procuración General,Suprema Corte:,– I –
332_p531,332,LibroVol332.1.md,20564,21243,21208,35,679,Manzoni,332_p1457,"esas vías formales de la relación contractual entre ambas empresas,",otro,,,,SI,"relación entre Y.P.F. y Gas del Estado, dándole certeza e incorporándole",estipulaciones de práctica en la industria del gas. La canalización por,"esas vías formales de la relación contractual entre ambas empresas,",se enmarca claramente en el proceso de separación y privatización em-,"prendido por el Estado Nacional conforme al plexo normativo referido,"
