caso_id,tomo,span,parser_firma,parser_outcome,parser_dictamen,zonif_clasif,zonif_firma,zonif_disp,zonif_cuerpo,zonif_dictamen,concuerda_firma,concuerda_disp,concuerda_dictamen,n_sumario,n_dictamen,n_cuerpo,n_dispositivo,n_firma,n_voto,n_epilogo,n_header,n_intersticio
339_p893,339,158,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,13,72,7,23,11,0,10,12,9
339_p897,339,143,unanime,hace_lugar,False,fallo_completo,True,True,True,False,True,True,True,0,0,102,8,2,0,9,12,9
339_p901,339,195,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,32,100,19,13,2,0,7,15,6
339_p906,339,539,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,0,317,80,9,2,0,56,39,35
339_p919,339,70,unanime,revoca,False,fallo_completo,True,True,True,False,True,True,True,0,0,23,15,2,0,9,6,14
339_p921,339,208,unanime,hace_lugar,False,fallo_completo,True,True,True,False,True,True,True,147,0,9,8,2,0,12,18,11
339_p927,339,99,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,14,63,3,0,0,9,9
339_p930,339,122,unanime,procedente,False,fallo_completo,True,True,True,False,True,True,True,0,0,68,5,2,0,23,9,14
339_p933,339,118,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,18,2,3,0,73,6,15
339_p1027,339,212,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,48,115,7,12,3,0,0,18,8
339_p1033,339,334,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,52,228,8,3,2,0,5,24,11
339_p1041,339,113,disidencia,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,66,7,4,2,5,9,19
339_p1044,339,25,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,8,1,2,0,4,3,6
339_p1045,339,97,unanime,hace_lugar,False,fallo_completo,True,True,True,False,True,True,True,0,0,57,11,2,0,8,9,9
339_p1048,339,394,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,312,2,2,0,7,30,40
339_p1058,339,301,mixed,otro,True,fallo_completo,True,True,True,True,True,True,True,0,110,112,16,5,4,7,24,22
339_p1066,339,461,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,18,249,6,138,2,0,6,33,8
339_p1077,339,3674,segun_su_voto,otro,True,fallo_completo,True,True,True,True,True,True,True,426,320,279,1223,5,443,456,273,248
339_p1168,339,126,unanime,hace_lugar,False,fallo_completo,True,True,True,False,True,True,True,11,0,92,6,2,0,5,9,0
339_p1171,339,58,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,12,2,2,0,28,6,7
339_p1172,339,629,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,0,219,150,146,2,0,40,48,23
339_p1188,339,167,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,18,111,2,12,4,0,0,12,7
339_p1192,339,23,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,6,2,2,0,3,3,2
339_p1193,339,52,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,21,9,2,0,0,6,13
339_p1195,339,149,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,17,57,45,8,3,0,5,12,1
339_p1199,339,154,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,1,105,9,9,3,0,4,12,10
339_p1203,339,33,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,14,3,2,0,1,3,9
339_p1204,339,51,disidencia,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,16,9,4,2,5,6,8
339_p1206,339,32,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,11,2,2,0,5,3,8
339_p1207,339,74,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,24,0,11,7,2,0,14,6,9
339_p1208,339,268,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,24,86,6,112,2,0,7,21,9
339_p1215,339,122,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,82,6,10,2,0,0,9,11
339_p1218,339,59,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,16,2,26,0,0,6,8
339_p1219,339,79,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,30,2,4,0,6,12,24
339_p1223,339,1247,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,0,409,523,89,2,0,8,93,122
339_p1254,339,284,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,201,7,2,0,0,21,52
339_p1261,339,103,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,0,67,2,12,1,0,0,9,11
339_p1264,339,209,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,21,149,6,7,2,0,0,15,8
339_p1269,339,307,unanime,procedente,True,fallo_completo,True,True,True,True,True,True,True,0,36,58,153,3,0,8,24,24
339_p1277,339,1055,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,0,756,36,85,2,0,3,75,97
339_p1302,339,73,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,44,3,2,0,4,6,13
339_p1304,339,32,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,12,2,2,0,5,3,7
339_p1305,339,48,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,23,3,2,0,6,6,7
339_p1307,339,43,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,22,3,2,0,5,3,7
339_p1308,339,109,unanime,hace_lugar,False,fallo_completo,True,True,True,False,True,True,True,0,0,61,5,1,0,6,9,26
339_p1311,339,93,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,47,2,2,0,6,9,26
339_p1314,339,86,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,0,34,22,5,2,0,5,6,11
339_p1316,339,253,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,0,145,46,12,2,0,5,21,21
339_p1323,339,182,mixed,competencia,True,fallo_completo,True,True,True,True,True,True,True,0,36,66,41,4,3,0,15,16
339_p1328,339,91,segun_su_voto,desestima,False,fallo_completo,True,True,True,False,True,True,True,10,0,56,4,3,2,6,9,0
339_p1331,339,189,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,131,15,2,0,8,15,17
339_p1336,339,103,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,10,61,2,10,3,0,0,9,7
339_p1339,339,82,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,1,49,2,8,2,0,0,6,13
339_p1341,339,40,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,11,0,18,2,5,0,0,3,0
339_p1342,339,257,segun_su_voto,procedente,True,fallo_completo,True,True,True,True,True,True,True,0,5,159,12,4,2,6,21,47
339_p1349,339,52,disidencia,hace_lugar,False,fallo_completo,True,True,True,False,True,True,True,0,0,15,4,5,2,2,6,17
339_p1351,339,77,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,47,2,7,2,0,0,6,11
339_p1355,339,82,unanime,nulidad,False,fallo_completo,True,True,True,False,True,True,True,0,0,46,4,2,0,7,6,16
339_p1357,339,488,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,0,257,122,16,2,0,18,42,30
339_p1371,339,59,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,5,3,28,0,6,6,10
339_p1373,339,104,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,71,2,6,3,0,0,9,11
339_p1376,339,85,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,47,7,11,2,0,0,6,10
339_p1378,339,53,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,2,26,2,7,2,0,0,6,7
339_p1382,339,108,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,2,67,2,15,2,0,0,9,10
339_p1385,339,99,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,8,65,2,8,2,0,0,9,4
339_p1388,339,180,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,50,2,94,3,0,2,15,12
339_p1393,339,184,sin_firma,competencia,True,fallo_sin_firma,False,True,True,True,True,True,True,1,143,2,10,0,0,0,12,15
339_p1397,339,107,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,9,61,7,7,12,0,0,9,1
339_p1400,339,568,unanime,desestima,True,fallo_completo,True,True,True,True,True,True,True,0,358,141,6,2,0,7,42,11
339_p1414,339,97,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,2,63,2,7,2,0,0,9,11
339_p1417,339,59,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,12,0,5,2,33,0,0,6,0
339_p1419,339,56,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,31,2,6,2,0,0,3,10
339_p1420,339,81,disidencia,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,37,11,3,2,7,9,11
339_p1423,339,523,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,0,126,72,64,2,0,192,39,27
339_p1436,339,54,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,26,3,2,0,6,3,13
339_p1437,339,75,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,26,2,23,2,0,0,6,14
339_p1439,339,65,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,37,2,7,2,0,0,6,9
339_p1441,339,248,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,0,103,11,13,2,0,78,21,19
339_p1448,339,194,unanime,procedente,True,fallo_completo,True,True,True,True,True,True,True,0,36,40,72,2,0,10,15,18
339_p1453,339,229,segun_su_voto,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,7,19,13,56,5,1,91,18,18
339_p1459,339,67,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,37,2,6,3,0,0,6,11
339_p1461,339,73,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,1,43,2,5,3,0,0,6,12
339_p1463,339,598,segun_su_voto,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,481,4,3,1,6,45,57
339_p1478,339,215,unanime,abstracto,True,fallo_completo,True,True,True,True,True,True,True,0,69,9,18,2,0,64,15,37
339_p1483,339,219,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,11,154,10,7,2,0,4,18,12
339_p1489,339,147,unanime,procedente,True,fallo_completo,True,True,True,True,True,True,True,0,14,86,9,2,0,5,12,18
339_p1493,339,824,mixed,procedente,True,fallo_completo,True,True,True,True,True,True,True,0,64,317,21,32,4,257,63,65
339_p1514,339,230,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,25,128,11,22,3,0,15,18,7
339_p1520,339,113,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,62,9,2,0,5,9,25
339_p1523,339,189,unanime,revoca,True,fallo_completo,True,True,True,True,True,True,True,0,67,72,7,2,0,7,15,18
339_p1528,339,55,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,8,29,2,6,3,0,0,6,0
339_p1530,339,150,unanime,hace_lugar,False,fallo_completo,True,True,True,False,True,True,True,0,0,88,9,5,0,17,12,18
339_p1534,339,970,segun_su_voto,hace_lugar,False,fallo_completo,True,True,True,False,True,True,True,0,0,81,24,5,2,400,75,382
339_p1559,339,104,unanime,competencia,True,fallo_completo,True,True,False,True,True,True,True,11,65,0,4,3,0,0,9,6
339_p1562,339,108,unanime,otro,False,fallo_completo,True,True,False,False,True,True,True,0,0,0,15,3,0,0,9,13
339_p1565,339,84,unanime,competencia,True,fallo_completo,True,True,False,True,True,True,True,1,51,0,6,2,0,0,6,15
339_p1567,339,158,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,23,88,9,13,2,0,9,12,0
339_p1571,339,180,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,12,127,2,13,2,0,0,15,8
339_p1576,339,30,unanime,abstracto,False,fallo_completo,True,True,True,False,True,True,True,0,0,10,1,2,0,7,3,6
339_p1577,339,64,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,1,35,2,10,2,0,0,6,7
339_p1579,339,70,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,0,19,2,17,14,0,0,6,11
339_p1581,339,68,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,38,4,2,0,6,6,11
339_p1583,339,311,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,57,119,9,71,2,0,22,24,6
339_p1591,339,28,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,10,2,3,0,0,3,9
339_p1592,339,23,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,7,2,2,0,4,3,1
339_p1593,339,237,unanime,procedente,True,fallo_completo,True,True,True,True,True,True,True,12,171,7,5,2,0,8,18,13
339_p1599,339,72,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,1,43,2,6,5,0,0,6,8
339_p1601,339,67,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,37,2,6,3,0,0,6,11
339_p1603,339,78,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,12,35,2,15,2,0,0,6,5
339_p1605,339,64,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,38,2,7,2,0,0,6,7
339_p1607,339,33,unanime,desistimiento,False,fallo_completo,True,True,True,False,True,True,True,0,0,14,2,2,0,5,3,6
339_p1608,339,251,disidencia,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,19,93,14,78,4,3,8,21,10
339_p1615,339,227,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,40,134,9,6,2,0,7,18,10
339_p1621,339,26,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,10,2,2,0,3,3,2
339_p1622,339,244,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,0,49,133,6,2,0,4,18,31
339_p1628,339,254,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,22,153,9,28,2,0,6,21,12
339_p1635,339,293,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,0,115,116,10,2,0,5,21,23
339_p1642,339,59,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,33,2,8,2,0,0,6,6
339_p1644,339,161,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,21,104,2,10,2,0,0,12,9
339_p1648,339,107,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,15,56,2,6,9,0,0,9,9
339_p1651,339,144,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,13,98,2,13,2,0,0,9,6
339_p1654,339,63,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,35,2,7,2,0,0,6,9
339_p1656,339,90,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,2,59,2,6,3,0,0,9,8
339_p1659,339,69,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,38,2,7,3,0,0,6,11
339_p1661,339,111,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,46,2,8,33,0,0,9,11
339_p1663,339,286,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,0,93,90,43,4,0,0,24,31
339_p1671,339,114,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,10,72,2,11,2,0,0,9,7
339_p1674,339,152,disidencia,otro,True,fallo_completo,True,True,True,True,True,True,True,0,60,45,11,4,2,7,12,10
339_p1678,339,63,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,0,27,2,15,2,0,0,6,10
339_p1680,339,102,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,2,68,2,7,2,0,0,9,11
339_p1683,339,236,unanime,procedente,True,fallo_completo,True,True,True,True,True,True,True,34,144,6,7,2,0,16,18,8
339_p1689,339,50,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,21,7,2,0,6,6,7
339_p1691,339,174,unanime,procedente,False,fallo_completo,True,True,True,False,True,True,True,0,0,116,4,2,0,12,12,27
339_p1695,339,229,unanime,procedente,False,fallo_completo,True,True,True,False,True,True,True,0,0,159,1,2,0,13,18,35
339_p1701,339,28,unanime,abstracto,False,fallo_completo,True,True,True,False,True,True,True,0,0,9,1,2,0,6,3,1
339_p1702,339,59,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,2,31,2,6,2,0,0,6,9
339_p1704,339,92,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,12,52,2,6,3,0,0,9,7
339_p1707,339,70,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,41,2,6,3,0,0,6,10
339_p1709,339,93,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,66,2,6,2,0,0,6,9
339_p1711,339,54,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,2,27,2,7,2,0,0,6,7
339_p1713,339,58,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,27,2,8,3,0,3,6,7
339_p1715,339,87,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,14,37,2,7,10,0,0,6,10
339_p1717,339,130,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,13,88,2,8,2,0,0,9,7
339_p1720,339,49,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,25,2,2,0,6,6,7
339_p1722,339,186,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,6,123,14,9,2,0,7,15,9
339_p1727,339,200,disidencia,otro,True,fallo_completo,True,True,True,True,True,True,True,16,63,48,12,6,2,9,15,28
339_p1732,339,398,unanime,hace_lugar,False,fallo_completo,True,True,True,False,True,True,True,0,0,324,14,2,0,4,30,23
339_p1742,339,300,unanime,confirma,True,fallo_completo,True,True,True,True,True,True,True,21,200,7,26,2,0,13,24,6
339_p1750,339,28,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,8,3,4,0,0,3,9
339_p1751,339,119,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,81,2,12,2,0,0,9,11
339_p1754,339,247,unanime,desestima,True,fallo_completo,True,True,True,True,True,True,True,0,187,14,11,2,0,7,18,7
339_p1760,339,77,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,0,43,6,10,2,0,0,6,9
339_p1763,339,968,segun_su_voto,confirma,True,fallo_completo,True,True,True,True,True,True,True,0,243,476,16,5,3,7,72,145
339_p1787,339,136,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,101,2,11,3,0,0,12,5
339_p1791,339,81,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,0,54,2,8,2,0,0,6,8
339_p1793,339,79,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,55,4,2,0,0,6,11
339_p1795,339,209,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,122,33,2,0,25,18,8
339_p1801,339,109,unanime,procedente,False,fallo_completo,True,True,True,False,True,True,True,0,0,73,7,2,0,5,9,12
339_p1804,339,159,segun_su_voto,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,70,5,6,1,18,15,43
339_p1808,339,91,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,57,3,2,0,6,9,13
339_p1811,339,36,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,21,2,2,0,2,3,5
339_p1812,339,209,unanime,hace_lugar,False,fallo_completo,True,True,True,False,True,True,True,0,0,107,8,2,0,8,18,65
339_p1818,339,31,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,8,3,3,0,6,3,7
339_p1819,339,43,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,18,3,2,0,5,3,11
339_p1820,339,420,disidencia,otro,True,fallo_completo,True,True,True,True,True,True,True,0,172,22,26,4,1,127,33,34
339_p1831,339,102,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,13,56,2,13,2,0,0,9,6
340_p7,340,125,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,1,89,6,11,2,0,0,7,8
340_p10,340,30,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,11,2,4,0,0,3,9
340_p11,340,77,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,9,37,2,9,3,0,0,9,7
340_p14,340,308,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,19,193,8,5,2,0,45,24,11
340_p21,340,122,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,68,6,2,0,5,9,31
340_p24,340,133,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,18,78,2,12,3,0,0,12,7
340_p28,340,45,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,12,12,2,6,2,0,0,3,7
340_p29,340,134,unanime,hace_lugar,False,fallo_completo,True,True,True,False,True,True,True,0,0,77,7,2,0,6,12,29
340_p33,340,170,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,10,85,9,38,2,0,6,12,7
340_p37,340,64,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,2,28,2,12,2,0,0,6,11
340_p39,340,170,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,22,98,7,15,3,0,0,15,9
340_p44,340,113,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,24,56,2,13,2,0,0,9,6
340_p47,340,987,mixed,otro,True,fallo_completo,True,True,True,True,True,True,True,0,27,312,459,42,2,0,75,69
340_p72,340,128,segun_su_voto,confirma,True,fallo_completo,True,True,True,True,True,True,True,11,86,7,3,2,0,0,9,9
340_p76,340,216,segun_su_voto,otro,False,fallo_completo,True,True,True,False,True,True,True,23,0,125,9,8,1,0,18,31
340_p82,340,105,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,22,57,2,6,1,0,0,9,7
340_p85,340,102,unanime,hace_lugar,False,fallo_completo,True,True,True,False,True,True,True,0,0,61,12,3,0,7,9,9
340_p88,340,180,unanime,nulidad,False,fallo_completo,True,True,True,False,True,True,True,0,0,140,3,2,0,6,15,13
340_p93,340,90,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,54,6,2,0,5,6,10
340_p95,340,109,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,11,67,2,11,1,0,0,9,7
340_p98,340,85,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,44,2,2,0,6,9,21
340_p101,340,84,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,1,55,2,5,5,0,0,6,9
340_p103,340,376,disidencia,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,2,91,154,42,4,2,6,30,44
340_p113,340,55,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,6,7,24,0,5,3,9
340_p114,340,99,disidencia,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,15,7,9,1,34,9,6
340_p117,340,111,unanime,originaria,False,fallo_completo,True,True,True,False,True,True,True,0,0,59,7,2,0,12,12,18
340_p121,340,27,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,12,2,3,0,0,3,6
340_p122,340,90,disidencia,mal_concedido,False,fallo_completo,True,True,True,False,True,True,True,0,0,45,2,6,1,10,6,19
340_p124,340,59,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,2,33,2,7,2,0,0,6,6
340_p126,340,54,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,23,2,2,0,9,6,11
340_p128,340,63,unanime,competencia,False,fallo_completo,True,True,True,False,True,True,True,0,0,35,3,5,0,0,6,13
340_p130,340,35,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,12,2,2,0,6,3,9
340_p131,340,203,disidencia,desestima,True,fallo_completo,True,True,True,True,True,True,True,13,124,10,13,9,1,7,15,10
340_p136,340,183,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,43,112,2,8,2,0,0,15,0
340_p141,340,347,segun_su_voto,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,47,15,123,16,43,2,61,30,9
340_p151,340,200,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,36,48,7,77,4,0,2,15,10
340_p156,340,67,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,10,16,2,30,2,0,0,6,0
340_p158,340,234,unanime,procedente,True,fallo_completo,True,True,True,True,True,True,True,31,149,8,10,2,0,6,18,9
340_p164,340,187,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,16,90,2,54,2,0,0,15,7
340_p169,340,97,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,0,12,35,6,2,0,0,9,16
340_p172,340,513,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,0,177,210,19,3,0,9,39,55
340_p185,340,129,unanime,revoca,True,fallo_completo,True,True,True,True,True,True,True,7,82,8,10,2,0,5,9,5
340_p188,340,645,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,135,0,22,154,2,0,283,48,0
340_p204,340,151,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,2,0,29,23,33,4,31,12,16
340_p207,340,164,mixed,otro,False,fallo_completo,True,True,True,False,True,True,True,2,0,63,46,19,3,0,15,15
340_p212,340,199,unanime,procedente,True,fallo_completo,True,True,True,True,True,True,True,26,117,8,5,2,0,13,15,12
340_p217,340,40,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,18,5,2,0,5,3,6
340_p218,340,84,unanime,abstracto,True,fallo_completo,True,True,True,True,True,True,True,2,50,2,8,3,0,0,9,9
340_p221,340,138,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,0,60,30,6,3,0,0,12,26
340_p225,340,40,disidencia,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,12,2,4,1,4,3,13
340_p226,340,107,disidencia,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,63,7,8,1,5,9,13
340_p229,340,106,disidencia,procedente,False,fallo_completo,True,True,True,False,True,True,True,0,0,56,5,5,1,7,9,22
340_p232,340,139,sin_firma,sin_dispositivo,True,fallo_sin_firma,False,True,False,True,True,False,True,17,28,0,74,0,0,0,12,8
340_p236,340,598,disidencia,revoca,False,fallo_completo,True,True,True,False,True,True,True,0,0,139,7,4,1,9,45,1
340_p251,340,206,segun_su_voto,desistimiento,False,fallo_completo,True,True,True,False,True,True,True,22,0,83,15,4,2,60,18,1
340_p257,340,3460,mixed,procedente,True,fallo_completo,True,True,True,True,True,True,True,0,49,808,749,247,6,1273,264,63
340_p345,340,1629,disidencia,revoca,True,fallo_completo,True,True,True,True,True,True,True,0,123,319,181,151,2,652,126,64
340_p387,340,150,unanime,nulidad,False,fallo_completo,True,True,True,False,True,True,True,0,0,99,4,2,0,9,12,23
340_p391,340,122,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,19,65,7,11,2,0,0,9,8
340_p394,340,83,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,19,33,2,9,3,0,0,9,7
340_p397,340,131,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,9,89,2,9,5,0,0,9,7
340_p400,340,124,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,18,46,2,9,36,0,0,12,0
340_p403,340,119,unanime,nulidad,False,fallo_completo,True,True,True,False,True,True,True,0,0,71,2,1,0,2,9,33
340_p406,340,163,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,17,103,7,6,3,0,0,15,11
340_p411,340,154,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,101,1,2,0,11,12,26
340_p415,340,238,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,22,166,7,14,2,0,0,18,8
340_p421,340,301,segun_su_voto,competencia,True,fallo_completo,True,True,True,True,True,True,True,0,113,113,27,4,1,0,24,18
