caso_id_canonico,marco,origen_b,doble_cod,spotcheck_estruct,source_file,linea_inicio,linea_fin_real,parser_outcome,parser_causa_inadmisibilidad,parser_es_queja,parser_queja_resultado,parser_tipo_cuestion_federal
337_p681,B,causa_inadmisibilidad=FALTA_SENTENCIA_DEFINITIVA|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol337.1.md,26880,27323,desestima,FALTA_SENTENCIA_DEFINITIVA,1,desestima,cuestion_federal
337_p735,A,,0,0,LibroVol337.1.md,29062,29250,competencia,,0,,
337_p771,A,,0,0,LibroVol337.1.md,30454,31219,hace_lugar,,0,,mixto
338_p102,A,,0,0,LibroVol338.1.md,3819,4249,hace_lugar,,1,hace_lugar,cuestion_federal
338_p1048,B,outcome=confirma|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol338.2.md,13916,14370,confirma,,0,,cuestion_federal
338_p1149,B,queja_resultado=procedente|tipo_cuestion_federal=VACIO,0,0,LibroVol338.2.md,17903,18146,procedente,,1,procedente,
338_p1252,A,,0,1,LibroVol338.2.md,21944,22149,hace_lugar,,1,hace_lugar,arbitrariedad
338_p1335,B,queja_resultado=agreguese|tipo_cuestion_federal=VACIO,0,0,LibroVol338.2.md,25121,25262,deja_sin_efecto,,1,agreguese,
338_p1431,B,outcome=deja_sin_efecto|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol338.2.md,28826,28904,deja_sin_efecto,,0,,
338_p1442,B,queja_resultado=suspendida|tipo_cuestion_federal=VACIO,0,0,LibroVol338.2.md,29262,29311,otro,,1,suspendida,
338_p148,A,,0,0,LibroVol338.1.md,5607,5874,revoca,,1,hace_lugar,cuestion_federal
338_p155,A,,0,0,LibroVol338.1.md,5875,6099,hace_lugar,,1,hace_lugar,cuestion_federal
338_p249,A,,0,0,LibroVol338.1.md,9557,10802,desestima,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1,desestima,mixto
338_p280,A,,1,0,LibroVol338.1.md,10803,10940,desestima,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1,desestima,arbitrariedad
338_p284,B,outcome=nulidad|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol338.1.md,10941,11492,nulidad,,0,,
338_p340,B,outcome=inadmisible|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol338.1.md,13165,13217,inadmisible,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
338_p40,A,,0,0,LibroVol338.1.md,1367,1666,desestima,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,mixto
338_p419,A,,1,0,LibroVol338.1.md,16208,16410,competencia,,0,,
338_p505,B,outcome=desierto|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol338.1.md,19510,19608,desierto,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
338_p706,B,queja_resultado=agreguese|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol338.2.md,654,839,abstracto,CUESTION_ABSTRACTA,1,agreguese,cuestion_federal
338_p830,B,causa_inadmisibilidad=FALTA_SENTENCIA_DEFINITIVA|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol338.2.md,5392,5665,desestima,FALTA_SENTENCIA_DEFINITIVA,1,desestima,cuestion_federal
338_p923,B,outcome=rechaza|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol338.2.md,9038,9200,rechaza,,0,,
339_p1048,A,,0,0,LibroVol339.2.md,3631,4024,inadmisible_acordada_4,ACORDADA_4_2007,1,desestima,cuestion_federal
339_p108,B,outcome=caducidad|causa_inadmisibilidad=CADUCIDAD_INSTANCIA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol339.1.md,3839,3929,caducidad,CADUCIDAD_INSTANCIA,0,,
339_p1171,A,,0,0,LibroVol339.2.md,8587,8644,desestima,FUERA_DE_TERMINO,1,desestima,
339_p1204,B,queja_resultado=suspendida|tipo_cuestion_federal=VACIO,0,0,LibroVol339.2.md,9826,9876,otro,,1,suspendida,
339_p1206,B,outcome=inadmisible_acordada_4|causa_inadmisibilidad=ACORDADA_4_2007|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=VACIO,1,0,LibroVol339.2.md,9877,9908,inadmisible_acordada_4,ACORDADA_4_2007,1,desestima,
339_p1207,B,outcome=inadmisible_acordada_4|causa_inadmisibilidad=ACORDADA_4_2007|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=VACIO,0,0,LibroVol339.2.md,9909,9982,inadmisible_acordada_4,ACORDADA_4_2007,1,desestima,
339_p1218,B,causa_inadmisibilidad=RESOLUCION_NO_RECURRIBLE|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol339.2.md,10337,10395,desestima,RESOLUCION_NO_RECURRIBLE,0,,
339_p126,B,causa_inadmisibilidad=RESOLUCION_NO_RECURRIBLE|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol339.1.md,4525,4548,desestima,RESOLUCION_NO_RECURRIBLE,0,,
339_p1417,B,outcome=inadmisible|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,1,0,LibroVol339.2.md,17811,17869,inadmisible,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,cuestion_federal
339_p1530,A,,0,0,LibroVol339.2.md,22113,22262,hace_lugar,,1,hace_lugar,arbitrariedad
339_p155,A,,1,1,LibroVol339.1.md,5683,5888,procedente,,0,,arbitrariedad
339_p1567,A,,0,0,LibroVol339.2.md,23529,23686,hace_lugar,,1,hace_lugar,arbitrariedad
339_p1607,B,outcome=desistimiento|causa_inadmisibilidad=DESISTIMIENTO|es_queja=1|queja_resultado=desistida|tipo_cuestion_federal=VACIO,0,0,LibroVol339.2.md,24968,25000,desistimiento,DESISTIMIENTO,1,desistida,
339_p1621,A,,0,0,LibroVol339.2.md,25479,25504,desestima,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
339_p1674,B,queja_resultado=procedente|tipo_cuestion_federal=arbitrariedad,0,0,LibroVol339.2.md,27447,27598,procedente,,1,procedente,arbitrariedad
339_p1720,B,outcome=inadmisible_acordada_4|causa_inadmisibilidad=ACORDADA_4_2007|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=VACIO,0,0,LibroVol339.2.md,29097,29145,inadmisible_acordada_4,ACORDADA_4_2007,1,desestima,
339_p179,B,queja_resultado=suspendida|tipo_cuestion_federal=VACIO,1,0,LibroVol339.1.md,6579,6607,otro,,1,suspendida,
339_p180,B,causa_inadmisibilidad=FUERA_DE_TERMINO|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=VACIO,0,0,LibroVol339.1.md,6608,6651,desestima,FUERA_DE_TERMINO,1,desestima,
339_p1819,B,outcome=deja_sin_efecto|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol339.2.md,32797,32839,deja_sin_efecto,,0,,
339_p183,A,,0,0,LibroVol339.1.md,6724,6773,desestima,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
339_p1834,A,,0,0,LibroVol339.2.md,33362,33522,competencia,,0,,
339_p185,B,outcome=inadmisible_acordada_4|causa_inadmisibilidad=ACORDADA_4_2007|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol339.1.md,6774,6814,inadmisible_acordada_4,ACORDADA_4_2007,0,,
339_p186,B,outcome=abstracto|causa_inadmisibilidad=CUESTION_ABSTRACTA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol339.1.md,6815,6854,abstracto,CUESTION_ABSTRACTA,0,,
339_p230,B,outcome=rechaza|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol339.1.md,8428,8575,rechaza,,0,,
339_p234,B,queja_resultado=rechaza|tipo_cuestion_federal=VACIO,0,0,LibroVol339.1.md,8576,8624,rechaza,,1,rechaza,
339_p274,A,,0,0,LibroVol339.1.md,10069,10120,desestima,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1,desestima,
339_p304,B,causa_inadmisibilidad=RESOLUCION_NO_RECURRIBLE|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol339.1.md,11241,11265,desestima,RESOLUCION_NO_RECURRIBLE,0,,
339_p434,A,,0,1,LibroVol339.1.md,16126,16505,revoca,,0,,cuestion_federal
339_p477,B,outcome=inadmisible|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol339.1.md,17760,17871,inadmisible,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,cuestion_federal
339_p487,B,causa_inadmisibilidad=RESOLUCION_NO_RECURRIBLE|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol339.1.md,18119,18154,desestima,RESOLUCION_NO_RECURRIBLE,0,,
339_p490,A,,0,0,LibroVol339.1.md,18211,18319,hace_lugar,,0,,cuestion_federal
339_p506,A,,0,0,LibroVol339.1.md,18806,18895,otro,,0,,cuestion_federal
339_p583,B,outcome=desistimiento|causa_inadmisibilidad=DESISTIMIENTO|es_queja=1|queja_resultado=desistida|tipo_cuestion_federal=VACIO,0,0,LibroVol339.1.md,21728,21762,desistimiento,DESISTIMIENTO,1,desistida,
339_p597,A,,1,0,LibroVol339.1.md,22318,22367,inadmisible_acordada_4,ACORDADA_4_2007,0,,
339_p711,B,outcome=rechaza|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,1,0,LibroVol339.1.md,26676,26787,rechaza,,0,,
339_p79,B,outcome=inadmisible_280|causa_inadmisibilidad=ART_280|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol339.1.md,2748,2780,inadmisible_280,ART_280,0,,cuestion_federal
339_p819,B,outcome=mal_concedido|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol339.1.md,30839,30942,mal_concedido,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
339_p824,A,,0,0,LibroVol339.1.md,31016,31116,hace_lugar,,1,hace_lugar,arbitrariedad
339_p845,B,queja_resultado=nula|tipo_cuestion_federal=VACIO,1,0,LibroVol339.1.md,31813,31845,otro,,1,nula,
339_p852,B,outcome=deja_sin_efecto|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol339.1.md,32083,32149,deja_sin_efecto,,0,,
339_p873,B,outcome=nulidad|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol339.1.md,32848,32957,nulidad,,0,,
339_p89,B,outcome=inadmisible_acordada_4|causa_inadmisibilidad=ACORDADA_4_2007|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=VACIO,0,0,LibroVol339.1.md,3122,3151,inadmisible_acordada_4,ACORDADA_4_2007,1,desestima,
340_p1035,B,outcome=improcedente|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol340_2.md,2245,2361,improcedente,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,cuestion_federal
340_p1068,B,queja_resultado=rechaza|tipo_cuestion_federal=VACIO,0,0,LibroVol340_2.md,3526,3567,rechaza,,1,rechaza,
340_p1110,B,causa_inadmisibilidad=RESOLUCION_NO_RECURRIBLE|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol340_2.md,5130,5163,desestima,RESOLUCION_NO_RECURRIBLE,0,,
340_p122,B,outcome=mal_concedido|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=mixto,0,0,LibroVol340.1.md,4297,4386,mal_concedido,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,mixto
340_p126,B,outcome=caducidad|causa_inadmisibilidad=CADUCIDAD_INSTANCIA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol340.1.md,4446,4499,caducidad,CADUCIDAD_INSTANCIA,0,,cuestion_federal
340_p1355,B,queja_resultado=suspendida|tipo_cuestion_federal=VACIO,0,0,LibroVol340_2.md,14496,14550,otro,,1,suspendida,
340_p1380,B,outcome=inadmisible_280|causa_inadmisibilidad=ART_280|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=arbitrariedad,0,0,LibroVol340_2.md,15446,15559,inadmisible_280,ART_280,0,,arbitrariedad
340_p1395,A,,0,0,LibroVol340_2.md,16019,16091,desestima,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1,desestima,
340_p1398,A,,0,0,LibroVol340_2.md,16092,16221,hace_lugar,,1,hace_lugar,arbitrariedad
340_p1441,A,,0,0,LibroVol340_2.md,17704,18069,hace_lugar,,1,hace_lugar,arbitrariedad
340_p1450,A,,0,0,LibroVol340_2.md,18070,18999,procedente,,0,,cuestion_federal
340_p1542,B,outcome=mal_concedido|causa_inadmisibilidad=INADMISIBLE_REMITE_DICTAMEN|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,1,0,LibroVol340_2.md,21808,21970,mal_concedido,INADMISIBLE_REMITE_DICTAMEN,0,,cuestion_federal
340_p1551,A,,0,0,LibroVol340_2.md,22123,22230,competencia,,0,,
340_p1554,A,,0,0,LibroVol340_2.md,22225,22269,desistimiento,DESISTIMIENTO,1,desistida,
340_p1671,B,outcome=originaria|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol340_2.md,26727,26856,originaria,,0,,
340_p188,B,outcome=inadmisible_acordada_4|causa_inadmisibilidad=ACORDADA_4_2007|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=mixto,0,0,LibroVol340.1.md,6758,7402,inadmisible_acordada_4,ACORDADA_4_2007,1,desestima,mixto
340_p1982,B,outcome=inadmisible|causa_inadmisibilidad=INADMISIBLE_REMITE_DICTAMEN|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol340_2.md,38810,39233,inadmisible,INADMISIBLE_REMITE_DICTAMEN,0,,
340_p218,B,outcome=abstracto|causa_inadmisibilidad=CUESTION_ABSTRACTA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol340.1.md,7923,8006,abstracto,CUESTION_ABSTRACTA,0,,
340_p225,B,causa_inadmisibilidad=DEPOSITO_PREVIO|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=VACIO,0,0,LibroVol340.1.md,8145,8184,desestima,DEPOSITO_PREVIO,1,desestima,
340_p226,B,outcome=inadmisible_280|causa_inadmisibilidad=ART_280|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=VACIO,0,0,LibroVol340.1.md,8185,8291,inadmisible_280,ART_280,1,desestima,
340_p251,B,outcome=desistimiento|causa_inadmisibilidad=DESISTIMIENTO|es_queja=1|queja_resultado=desistida|tipo_cuestion_federal=VACIO,0,0,LibroVol340.1.md,9156,9361,desistimiento,DESISTIMIENTO,1,desistida,
340_p397,A,,0,0,LibroVol340.1.md,14806,14936,otro,,0,,
340_p431,A,,0,0,LibroVol340.1.md,16068,16302,hace_lugar,,1,hace_lugar,cuestion_federal
340_p516,B,outcome=caducidad|causa_inadmisibilidad=CADUCIDAD_INSTANCIA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol340.1.md,19425,19481,caducidad,CADUCIDAD_INSTANCIA,0,,cuestion_federal
340_p607,B,outcome=mal_concedido|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol340.1.md,22944,22992,mal_concedido,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
340_p708,A,,0,0,LibroVol340.1.md,26667,26767,competencia,,0,,
340_p725,B,queja_resultado=rechaza|tipo_cuestion_federal=mixto,0,0,LibroVol340.1.md,27321,27477,mal_concedido,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1,rechaza,mixto
340_p732,A,,0,0,LibroVol340.1.md,27551,27647,competencia,,0,,
340_p786,A,,0,0,LibroVol340.1.md,29573,29648,competencia,,0,,
340_p822,A,,0,0,LibroVol340.1.md,30836,30926,otro,,0,,
340_p900,A,,0,1,LibroVol340.1.md,33685,33728,desestima,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1,desestima,
340_p902,B,causa_inadmisibilidad=FUERA_DE_TERMINO|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=VACIO,0,0,LibroVol340.1.md,33729,33801,desestima,FUERA_DE_TERMINO,1,desestima,
340_p95,A,,0,0,LibroVol340.1.md,3351,3459,competencia,,0,,
341_p1179,B,queja_resultado=procedente|tipo_cuestion_federal=arbitrariedad,1,0,LibroVol341.2.md,12273,12664,procedente,,1,procedente,arbitrariedad
341_p1227,B,queja_resultado=rechaza|tipo_cuestion_federal=VACIO,0,0,LibroVol341.2.md,14102,14146,rechaza,,1,rechaza,
341_p124,B,outcome=abstracto|causa_inadmisibilidad=CUESTION_ABSTRACTA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol341.1.md,4626,4755,abstracto,CUESTION_ABSTRACTA,0,,
341_p127,A,,0,0,LibroVol341.1.md,4756,4811,inadmisible_acordada_4,ACORDADA_4_2007,1,desestima,
341_p1338,A,,0,0,LibroVol341.2.md,18327,18628,otro,,0,,
341_p1399,B,queja_resultado=agreguese|tipo_cuestion_federal=VACIO,0,0,LibroVol341.2.md,20619,20656,nulidad,,1,agreguese,
341_p1457,B,outcome=inadmisible_acordada_4|causa_inadmisibilidad=ACORDADA_4_2007|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol341.2.md,22818,22867,inadmisible_acordada_4,ACORDADA_4_2007,0,,
341_p146,B,outcome=inadmisible|causa_inadmisibilidad=FALTA_SENTENCIA_DEFINITIVA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol341.1.md,5538,5669,inadmisible,FALTA_SENTENCIA_DEFINITIVA,0,,cuestion_federal
341_p1649,A,,0,0,LibroVol341.2.md,30320,30535,inadmisible_280,ART_280,1,desestima,arbitrariedad
341_p1971,B,outcome=inadmisible_acordada_4|causa_inadmisibilidad=ACORDADA_4_2007|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=VACIO,0,0,LibroVol341.2.md,43008,43146,inadmisible_acordada_4,ACORDADA_4_2007,1,desestima,
341_p2027,B,causa_inadmisibilidad=FUERA_DE_TERMINO|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=VACIO,0,0,LibroVol341.2.md,45196,45282,desestima,FUERA_DE_TERMINO,1,desestima,
341_p223,B,outcome=improcedente|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol341.1.md,8359,8841,improcedente,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
341_p324,A,,0,1,LibroVol341.1.md,12144,12268,competencia,,0,,
341_p335,A,,0,0,LibroVol341.1.md,12523,12570,rechaza,,0,,
341_p413,B,outcome=deja_sin_efecto|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol341.1.md,15803,15857,deja_sin_efecto,,0,,
341_p500,A,,0,0,LibroVol341.1.md,19043,19478,procedente,,0,,cuestion_federal
341_p54,B,outcome=inadmisible|causa_inadmisibilidad=INADMISIBLE_REMITE_DICTAMEN|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol341.1.md,1922,2617,inadmisible,INADMISIBLE_REMITE_DICTAMEN,0,,cuestion_federal
341_p552,B,causa_inadmisibilidad=FUERA_DE_TERMINO|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=VACIO,0,0,LibroVol341.1.md,21052,21097,desestima,FUERA_DE_TERMINO,1,desestima,
341_p566,A,,0,0,LibroVol341.1.md,21540,21686,procedente,,1,admisible,arbitrariedad
341_p590,B,queja_resultado=abstracta|tipo_cuestion_federal=VACIO,0,0,LibroVol341.1.md,22398,22474,competencia,,1,abstracta,
341_p592,B,queja_resultado=suspendida|tipo_cuestion_federal=VACIO,0,0,LibroVol341.1.md,22475,22545,otro,,1,suspendida,
341_p600,A,,0,0,LibroVol341.1.md,22673,22861,hace_lugar,,1,hace_lugar,mixto
341_p662,B,outcome=desistimiento|causa_inadmisibilidad=DESISTIMIENTO|es_queja=1|queja_resultado=desistida|tipo_cuestion_federal=VACIO,0,0,LibroVol341.1.md,25096,25248,desistimiento,DESISTIMIENTO,1,desistida,
341_p721,B,outcome=desistimiento|causa_inadmisibilidad=DESISTIMIENTO|es_queja=1|queja_resultado=desistida|tipo_cuestion_federal=VACIO,0,0,LibroVol341.1.md,27209,27251,desistimiento,DESISTIMIENTO,1,desistida,
341_p739,B,outcome=sin_dispositivo|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol341.1.md,27845,28078,sin_dispositivo,,0,,cuestion_federal
341_p876,B,queja_resultado=agreguese|tipo_cuestion_federal=VACIO,0,0,LibroVol341.2.md,456,521,otro,,1,agreguese,
342_p1017,B,queja_resultado=procedente|tipo_cuestion_federal=mixto,0,0,LibroVol342-1.md,39878,40116,inadmisible_280,ART_280,1,procedente,mixto
342_p1313,B,queja_resultado=agreguese|tipo_cuestion_federal=VACIO,0,0,LibroVol342-2.md,570,635,hace_lugar,,1,agreguese,
342_p1358,A,,0,0,LibroVol342-2.md,2318,2491,procedente,,0,,arbitrariedad
342_p1393,A,,0,1,LibroVol342-2.md,3706,4124,confirma,,0,,cuestion_federal
342_p1456,A,,0,0,LibroVol342-2.md,5945,6059,hace_lugar,,1,hace_lugar,cuestion_federal
342_p1483,A,,0,0,LibroVol342-2.md,6937,6977,inadmisible_280,ART_280,1,desestima,
342_p1548,B,causa_inadmisibilidad=FUERA_DE_TERMINO|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=VACIO,0,0,LibroVol342-2.md,9397,9438,desestima,FUERA_DE_TERMINO,1,desestima,
342_p1589,B,outcome=nulidad|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=arbitrariedad,0,0,LibroVol342-2.md,10894,10986,nulidad,,0,,arbitrariedad
342_p1625,B,outcome=revoca|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol342-2.md,12287,12784,revoca,,0,,cuestion_federal
342_p1747,B,queja_resultado=abstracta|tipo_cuestion_federal=mixto,0,0,LibroVol342-2.md,17155,17366,abstracto,CUESTION_ABSTRACTA,1,abstracta,mixto
342_p208,B,outcome=deja_sin_efecto|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol342-1.md,8242,9001,deja_sin_efecto,,0,,cuestion_federal
342_p2083,A,,0,0,LibroVol342-2.md,30506,31168,revoca,,0,,cuestion_federal
342_p2136,B,outcome=originaria|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol342-2.md,32505,33250,originaria,,0,,
342_p2317,B,causa_inadmisibilidad=RESOLUCION_NO_RECURRIBLE|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol342-2.md,39506,39556,desestima,RESOLUCION_NO_RECURRIBLE,0,,
342_p2399,A,,1,0,LibroVol342-2.md,42728,43061,hace_lugar,,1,hace_lugar,arbitrariedad
342_p507,A,,1,0,LibroVol342-1.md,20145,20186,desistimiento,DESISTIMIENTO,1,desistida,
342_p609,B,queja_resultado=procedente|tipo_cuestion_federal=mixto,0,0,LibroVol342-1.md,24084,24649,desestima,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1,procedente,mixto
342_p685,B,outcome=inadmisible|causa_inadmisibilidad=INADMISIBLE_REMITE_DICTAMEN|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol342-1.md,27026,27293,inadmisible,INADMISIBLE_REMITE_DICTAMEN,0,,cuestion_federal
342_p824,A,,0,0,LibroVol342-1.md,32448,32514,rechaza,,0,,
342_p881,B,outcome=deja_sin_efecto|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol342-1.md,34616,34696,deja_sin_efecto,,0,,
342_p969,A,,0,1,LibroVol342-1.md,38065,38122,confirma,,0,,
342_p98,B,outcome=sin_dispositivo|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol342-1.md,3941,3969,sin_dispositivo,,0,,
343_p1181,B,outcome=inadmisible_acordada_4|causa_inadmisibilidad=ACORDADA_4_2007|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=mixto,0,0,LibroVol343-2.md,19236,20525,inadmisible_acordada_4,ACORDADA_4_2007,0,,mixto
343_p1233,A,,0,0,LibroVol343-2.md,21272,21413,hace_lugar,,1,hace_lugar,mixto
343_p1237,B,queja_resultado=rechaza|tipo_cuestion_federal=VACIO,0,0,LibroVol343-2.md,21414,21482,rechaza,,1,rechaza,
343_p1254,B,outcome=caducidad|causa_inadmisibilidad=CADUCIDAD_INSTANCIA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol343-2.md,22058,22218,caducidad,CADUCIDAD_INSTANCIA,0,,
343_p1319,A,,1,0,LibroVol343-2.md,24621,25145,otro,,0,,cuestion_federal
343_p1388,B,causa_inadmisibilidad=FUERA_DE_TERMINO|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=VACIO,0,0,LibroVol343-2.md,27304,27339,desestima,FUERA_DE_TERMINO,1,desestima,
343_p1617,B,queja_resultado=procedente|tipo_cuestion_federal=mixto,0,0,LibroVol343-3.md,6347,6453,procedente,,1,procedente,mixto
343_p1620,A,,0,0,LibroVol343-3.md,6454,6618,hace_lugar,,1,hace_lugar,mixto
343_p1688,A,,0,0,LibroVol343-3.md,9077,9589,revoca,,1,admisible,arbitrariedad
343_p1750,B,outcome=nulidad|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=arbitrariedad,0,0,LibroVol343-3.md,11463,11539,nulidad,,0,,arbitrariedad
